country,sector,output_hat,price_hat,spending_hat
ARG,01T02,0.13550561476917478,1.4837594791310948,1.1158505737475175
ARG,03,0.984092966775639,1.0266878985614398,1.1158505737475175
ARG,05T06,0.2581885773665833,1.2006864849329943,1.1158505737475175
ARG,07T08,1.0483356334123857,1.0505009071634615,1.1158505737475175
ARG,10T12,0.9058088683402787,2.0389595844012094,1.1158505737475175
ARG,13T15,0.6385282957411069,1.2642100562449756,1.1158505737475175
ARG,16,1.1797407161510636,1.1920512029518633,1.1158505737475175
ARG,17T18,1.1629356731306557,1.1347765628251938,1.1158505737475175
ARG,19,0.6089428211505915,1.9602852190893965,1.1158505737475175
ARG,20,0.9444810440422429,1.2791143835271448,1.1158505737475175
ARG,21,1.1712137088935888,1.1050625034339197,1.1158505737475175
ARG,22,0.6571692411423962,1.2597102987037099,1.1158505737475175
ARG,23,0.46825981291143953,1.2187077896192586,1.1158505737475175
ARG,24,0.5583031005534562,1.4068483574851727,1.1158505737475175
ARG,25,1.2183123423111577,1.24884301453666,1.1158505737475175
ARG,26,1.1306962479128615,1.2132008538998513,1.1158505737475175
ARG,27,1.1586137292332526,1.301012914739582,1.1158505737475175
ARG,28,1.1682654606441012,1.185506891176233,1.1158505737475175
ARG,29T30,1.018144971571344,1.2675430713745315,1.1158505737475175
ARG,31T33,0.8297146940710569,1.116603128069742,1.1158505737475175
ARG,35,0.35170634441622567,1.522686036317712,1.1158505737475175
ARG,36T39,0.9890579851509038,1.069493390740167,1.1158505737475175
ARG,41T43,1.0736357378280743,1.1456657978358176,1.1158505737475175
ARG,45T47,1.0360512645181361,0.9923614965859564,1.1158505737475175
ARG,49,0.7510320975868936,1.0988027802202056,1.1158505737475175
ARG,50,0.43109884025168793,1.1082578303280968,1.1158505737475175
ARG,51,0.4157406542355812,1.3231151525301847,1.1158505737475175
ARG,52,0.8633473794201177,1.1428095009415262,1.1158505737475175
ARG,53,1.1176122449547778,1.051286033765555,1.1158505737475175
ARG,55T56,1.1032294509906773,1.2032403146556627,1.1158505737475175
ARG,58T60,1.1355341749664067,1.0371236682541183,1.1158505737475175
ARG,61,1.1040141790110525,1.0182458887276775,1.1158505737475175
ARG,62T63,1.1710320631624267,1.0214120151598833,1.1158505737475175
ARG,64T66,1.0528947332680778,0.9852380131532145,1.1158505737475175
ARG,68,1.1190277041433387,0.9502933160730036,1.1158505737475175
ARG,69T75,1.0917074631617711,1.0072061164215715,1.1158505737475175
ARG,77T82,1.010891247770877,0.9828548778092774,1.1158505737475175
ARG,84,1.0783278070995117,1.0055550526475017,1.1158505737475175
ARG,85,1.1025143488653757,0.9782610361050016,1.1158505737475175
ARG,86T88,1.0994214378659082,0.9893568101452643,1.1158505737475175
ARG,90T93,1.1189078901500615,1.037122148783866,1.1158505737475175
ARG,94T98,1.1001711499756914,1.0153479399269763,1.1158505737475175
AUS,01T02,0.17801970413166715,1.3560879299320299,1.0523952507018477
AUS,03,0.7714813341548238,1.3857798274971609,1.0523952507018477
AUS,05T06,0.44271385242089784,1.0649204730581192,1.0523952507018477
AUS,07T08,0.8763093985135731,1.1138636773754005,1.0523952507018477
AUS,10T12,0.8535430023656554,1.7559645007632727,1.0523952507018477
AUS,13T15,0.512751982818352,1.4381237597047647,1.0523952507018477
AUS,16,1.0747712663785223,1.363363721242889,1.0523952507018477
AUS,17T18,1.0495365625362247,1.1863661256008486,1.0523952507018477
AUS,19,0.19055106281400225,1.3139481425377864,1.0523952507018477
AUS,20,0.392656073924515,1.3203569301879903,1.0523952507018477
AUS,21,0.8616058248170718,1.1917891931438165,1.0523952507018477
AUS,22,1.318872935366122,1.2897628771351888,1.0523952507018477
AUS,23,0.7174362113256118,1.2315390814279876,1.0523952507018477
AUS,24,1.378977853965395,1.3858315471162481,1.0523952507018477
AUS,25,1.0967104907036436,1.299249571326398,1.0523952507018477
AUS,26,1.2278256876838862,1.0823881374624023,1.0523952507018477
AUS,27,1.3826892359695977,1.1682177332240122,1.0523952507018477
AUS,28,1.1868606742703192,1.1527036853391728,1.0523952507018477
AUS,29T30,1.1881573429131225,1.1855090873792309,1.0523952507018477
AUS,31T33,1.2483964682702255,1.1242690946875955,1.0523952507018477
AUS,35,0.1833349260100717,1.814055383341851,1.0523952507018477
AUS,36T39,0.9380738124921426,1.0533394280354222,1.0523952507018477
AUS,41T43,0.986828469452554,1.1475387752092485,1.0523952507018477
AUS,45T47,0.9789268998835106,1.075743165708229,1.0523952507018477
AUS,49,0.6568764467020097,1.1376029705523851,1.0523952507018477
AUS,50,0.8285016144417094,1.139804473691772,1.0523952507018477
AUS,51,0.6031540490004972,1.1535880298705403,1.0523952507018477
AUS,52,0.9673580413106174,1.0400449757238466,1.0523952507018477
AUS,53,0.8883899103304059,1.1258219793536328,1.0523952507018477
AUS,55T56,1.083792263714286,1.1362516010698123,1.0523952507018477
AUS,58T60,1.1005095698083047,1.0413075992125522,1.0523952507018477
AUS,61,0.9935611384967566,1.046639543239665,1.0523952507018477
AUS,62T63,1.0176865802092845,0.9957847068332643,1.0523952507018477
AUS,64T66,0.9704529103318519,0.9662770573308324,1.0523952507018477
AUS,68,1.0364946351169828,0.9666917619889834,1.0523952507018477
AUS,69T75,0.9773726102833303,1.0055826415334275,1.0523952507018477
AUS,77T82,0.9744082987357627,1.021766254525687,1.0523952507018477
AUS,84,1.026271517883857,1.045758933597104,1.0523952507018477
AUS,85,1.0502419370417069,0.9910084388896512,1.0523952507018477
AUS,86T88,1.0474024180654684,0.9973062005438239,1.0523952507018477
AUS,90T93,1.0554252568116453,1.0050878892005382,1.0523952507018477
AUS,94T98,1.0376656875895163,0.9979994916869195,1.0523952507018477
AUT,01T02,0.8527486529233639,1.4313875101778566,1.3290511537025247
AUT,03,1.301233312910109,1.327150415308513,1.3290511537025247
AUT,05T06,0.23850671559156084,1.3571544372528188,1.3290511537025247
AUT,07T08,0.7336502336886817,1.4005436081712084,1.3290511537025247
AUT,10T12,1.3997125624322166,1.4332052209516861,1.3290511537025247
AUT,13T15,1.105063303269163,1.2895220045496114,1.3290511537025247
AUT,16,1.1816593736680314,1.4586126414705576,1.3290511537025247
AUT,17T18,0.7485292196276437,1.3960517810614868,1.3290511537025247
AUT,19,1.0399308604916528,1.6729894537573002,1.3290511537025247
AUT,20,1.0853766995649516,1.4667600603117774,1.3290511537025247
AUT,21,1.1471030255327805,1.2844669701258957,1.3290511537025247
AUT,22,1.5423069020629465,1.3582433077864693,1.3290511537025247
AUT,23,1.0497391950894708,1.3947446541540447,1.3290511537025247
AUT,24,0.866520847583373,1.5528082156568013,1.3290511537025247
AUT,25,1.1951780674271506,1.389551673044374,1.3290511537025247
AUT,26,1.1800119082874871,1.2713350205021077,1.3290511537025247
AUT,27,1.2700988605022483,1.3195731553895327,1.3290511537025247
AUT,28,1.2045365223829065,1.302833094638295,1.3290511537025247
AUT,29T30,1.175061511242748,1.3086307173013316,1.3290511537025247
AUT,31T33,1.2807118704609122,1.3471095419075838,1.3290511537025247
AUT,35,1.2003319774228756,1.6525389944947944,1.3290511537025247
AUT,36T39,1.1224055966794875,1.2753887386583462,1.3290511537025247
AUT,41T43,1.2500973085701454,1.318031849813972,1.3290511537025247
AUT,45T47,1.1494172332664083,1.2401117966878143,1.3290511537025247
AUT,49,0.9773218077693471,1.2758163542665715,1.3290511537025247
AUT,50,1.0425009758080976,1.3201140661605149,1.3290511537025247
AUT,51,0.8146471041177084,1.2897478887384404,1.3290511537025247
AUT,52,1.1629997773257004,1.2391457107470876,1.3290511537025247
AUT,53,1.2149430035903366,1.23418238275791,1.3290511537025247
AUT,55T56,1.2703708071493252,1.2582192016566154,1.3290511537025247
AUT,58T60,1.0751166315168716,1.2591889927760789,1.3290511537025247
AUT,61,1.1482392303565994,1.2256158975065128,1.3290511537025247
AUT,62T63,1.0304389705284094,1.2048962237350833,1.3290511537025247
AUT,64T66,1.1394635637430959,1.2130857798353003,1.3290511537025247
AUT,68,1.2732280933738627,1.2278636627376278,1.3290511537025247
AUT,69T75,1.1087830550860651,1.2293249540873252,1.3290511537025247
AUT,77T82,1.1782092956849337,1.2293007606733015,1.3290511537025247
AUT,84,1.2901373910898275,1.2325577794908218,1.3290511537025247
