row_country,row_sector,col_country,value
BRN,90T93,ITA,0.0120709999999999
BRN,90T93,JPN,0.4959429999999999
BRN,90T93,KAZ,0.000143
BRN,90T93,KHM,0.000214
BRN,90T93,KOR,0.293858
BRN,90T93,LAO,0.000715
BRN,90T93,LTU,0.001957
BRN,90T93,LVA,0.002446
BRN,90T93,MAR,0.000176
BRN,90T93,MEX,8.7e-05
BRN,90T93,MLT,0.001192
BRN,90T93,MMR,7.4e-05
BRN,90T93,NLD,0.0026899999999999
BRN,90T93,NOR,0.005475
BRN,90T93,NZL,0.189187
BRN,90T93,PER,4.3e-05
BRN,90T93,PHL,0.19316
BRN,90T93,POL,3.6e-05
BRN,90T93,PRT,0.000248
BRN,90T93,ROU,4.2e-05
BRN,90T93,ROW,0.183719
BRN,90T93,RUS,0.011594
BRN,90T93,SAU,0.012074
BRN,90T93,SGP,0.572453
BRN,90T93,SVK,1.9e-05
BRN,90T93,SVN,1.8e-05
BRN,90T93,SWE,1.8e-05
BRN,90T93,THA,0.203654
BRN,90T93,TUN,0.000105
BRN,90T93,TUR,3.3e-05
BRN,90T93,TWN,0.013094
BRN,90T93,USA,0.314838
BRN,90T93,VNM,0.129483
BRN,90T93,ZAF,0.000791
BRN,94T98,ARG,0.000472
BRN,94T98,AUS,0.345118
BRN,94T98,AUT,7.6e-05
BRN,94T98,BEL,0.000598
BRN,94T98,BGR,1.1e-05
BRN,94T98,BRA,7.8e-05
BRN,94T98,BRN,21.969540000000002
BRN,94T98,CAN,0.028315
BRN,94T98,CHE,0.003499
BRN,94T98,CHL,9.2e-05
BRN,94T98,CHN,0.966789
BRN,94T98,COL,0.000169
BRN,94T98,CRI,4.9e-05
BRN,94T98,CYP,3.9e-05
BRN,94T98,CZE,6.2e-05
BRN,94T98,DEU,0.089379
BRN,94T98,DNK,0.001886
BRN,94T98,ESP,7.4e-05
BRN,94T98,EST,2.9e-05
BRN,94T98,FIN,0.000167
BRN,94T98,FRA,0.0633
BRN,94T98,GBR,0.059041
BRN,94T98,GRC,0.001434
BRN,94T98,HRV,5e-06
BRN,94T98,HUN,5.2e-05
BRN,94T98,IDN,0.261873
BRN,94T98,IND,0.327784
BRN,94T98,IRL,0.000119
BRN,94T98,ISL,0.002377
BRN,94T98,ISR,0.000409
BRN,94T98,ITA,0.001986
BRN,94T98,JPN,0.460104
BRN,94T98,KAZ,0.000192
BRN,94T98,KHM,8.8e-05
BRN,94T98,KOR,0.325854
BRN,94T98,LAO,0.000505
BRN,94T98,LTU,0.002995
BRN,94T98,LVA,0.001482
BRN,94T98,MAR,0.000249
BRN,94T98,MEX,9.5e-05
BRN,94T98,MLT,0.00179
BRN,94T98,MMR,3e-05
BRN,94T98,NLD,0.003805
BRN,94T98,NOR,0.007358
BRN,94T98,NZL,0.21534
BRN,94T98,PER,5.5e-05
BRN,94T98,PHL,0.192376
BRN,94T98,POL,5.3e-05
BRN,94T98,PRT,0.000328
BRN,94T98,ROU,5.9e-05
BRN,94T98,ROW,0.233286
BRN,94T98,RUS,0.000268
BRN,94T98,SAU,0.014471
BRN,94T98,SGP,0.5452589999999999
BRN,94T98,SVK,2.8e-05
BRN,94T98,SVN,2.7e-05
BRN,94T98,SWE,2.1e-05
BRN,94T98,THA,0.291415
BRN,94T98,TUN,9.1e-05
BRN,94T98,TUR,4.4e-05
BRN,94T98,TWN,0.013776
BRN,94T98,USA,0.535033
BRN,94T98,VNM,0.105905
BRN,94T98,ZAF,0.000837
CAN,01T02,ARG,0.726456
CAN,01T02,AUS,5.331473
CAN,01T02,AUT,0.759645
CAN,01T02,BEL,21.67495
CAN,01T02,BGR,0.600388
CAN,01T02,BRA,18.245745
CAN,01T02,BRN,0.318256
CAN,01T02,CAN,11752.882387
CAN,01T02,CHE,11.51367
CAN,01T02,CHL,45.168415
CAN,01T02,CHN,1316.8078600000001
CAN,01T02,COL,148.052757
CAN,01T02,CRI,10.506255
CAN,01T02,CYP,0.300473
CAN,01T02,CZE,1.843783
CAN,01T02,DEU,52.757356
CAN,01T02,DNK,1.39688
CAN,01T02,ESP,38.224153
CAN,01T02,EST,0.1055079999999999
CAN,01T02,FIN,2.787558
CAN,01T02,FRA,58.43738
CAN,01T02,GBR,390.708519
CAN,01T02,GRC,14.526176
CAN,01T02,HRV,0.8122349999999999
CAN,01T02,HUN,1.45475
CAN,01T02,IDN,208.990478
CAN,01T02,IND,10.954502000000002
CAN,01T02,IRL,43.71079
CAN,01T02,ISL,0.1558129999999999
CAN,01T02,ISR,4.384747000000001
CAN,01T02,ITA,135.41952
CAN,01T02,JPN,668.482374
CAN,01T02,KAZ,0.465364
CAN,01T02,KHM,10.671074
CAN,01T02,KOR,43.999469000000005
CAN,01T02,LAO,0.009795
CAN,01T02,LTU,0.112779
CAN,01T02,LVA,0.056846
CAN,01T02,MAR,97.516687
CAN,01T02,MEX,410.121408
CAN,01T02,MLT,0.251016
CAN,01T02,MMR,1.182241
CAN,01T02,NLD,8.100481
CAN,01T02,NOR,11.023402
CAN,01T02,NZL,1.153225
CAN,01T02,PER,159.048094
CAN,01T02,PHL,33.462098
CAN,01T02,POL,5.154465999999999
CAN,01T02,PRT,25.250039
CAN,01T02,ROU,0.250748
CAN,01T02,ROW,1067.013949
CAN,01T02,RUS,11.208189
CAN,01T02,SAU,2.342366
CAN,01T02,SGP,44.390748
CAN,01T02,SVK,1.035979
CAN,01T02,SVN,0.5167550000000001
CAN,01T02,SWE,1.199503
CAN,01T02,THA,27.254898
CAN,01T02,TUN,2.040882
CAN,01T02,TUR,30.123499
CAN,01T02,TWN,28.037752
CAN,01T02,USA,1411.743125
CAN,01T02,VNM,27.699629
CAN,01T02,ZAF,8.963138
CAN,03,ARG,0.010153
CAN,03,AUS,0.039222
CAN,03,AUT,0.013198
CAN,03,BEL,0.6787
CAN,03,BGR,0.001862
CAN,03,BRA,0.226694
CAN,03,BRN,0.0002839999999999
CAN,03,CAN,605.485237
CAN,03,CHE,0.02059
CAN,03,CHL,0.026865
CAN,03,CHN,5.260700999999999
CAN,03,COL,0.038727
CAN,03,CRI,0.0050129999999999
CAN,03,CYP,0.000307
CAN,03,CZE,0.00833
CAN,03,DEU,0.20116
CAN,03,DNK,0.042391
CAN,03,ESP,1.163777
CAN,03,EST,0.001161
CAN,03,FIN,0.009551
CAN,03,FRA,0.879686
CAN,03,GBR,0.161478
CAN,03,GRC,0.030402
CAN,03,HRV,0.000699
CAN,03,HUN,0.001175
CAN,03,IDN,0.096626
CAN,03,IND,0.016683
CAN,03,IRL,0.026447
CAN,03,ISL,0.002199
CAN,03,ISR,0.067699
CAN,03,ITA,0.936214
CAN,03,JPN,1.360793
CAN,03,KAZ,0.001266
CAN,03,KHM,0.002397
CAN,03,KOR,0.501578
CAN,03,LAO,0.000753
CAN,03,LTU,0.000394
CAN,03,LVA,0.000477
CAN,03,MAR,0.2572959999999999
CAN,03,MEX,0.25711
CAN,03,MLT,0.000863
CAN,03,MMR,0.000488
CAN,03,NLD,0.041149
CAN,03,NOR,0.015517
CAN,03,NZL,0.0230919999999999
CAN,03,PER,0.0366439999999999
CAN,03,PHL,0.031334
CAN,03,POL,0.008041
CAN,03,PRT,0.011631
CAN,03,ROU,0.002253
CAN,03,ROW,0.611378
CAN,03,RUS,0.010918
CAN,03,SAU,0.011037
CAN,03,SGP,0.107658
CAN,03,SVK,0.00166
CAN,03,SVN,0.00146
CAN,03,SWE,0.0347639999999999
CAN,03,THA,0.018503
CAN,03,TUN,0.001357
CAN,03,TUR,0.008417
CAN,03,TWN,1.22234
CAN,03,USA,268.865853
CAN,03,VNM,0.049896
CAN,03,ZAF,0.0056139999999999
CAN,05T06,ARG,0.29219300000000004
CAN,05T06,AUS,1.3124859999999998
CAN,05T06,AUT,0.38038
CAN,05T06,BEL,1.3497389999999998
CAN,05T06,BGR,0.037884
CAN,05T06,BRA,1.1110019999999998
CAN,05T06,BRN,0.016481
CAN,05T06,CAN,4877.342308
CAN,05T06,CHE,0.976343
CAN,05T06,CHL,6.742074
CAN,05T06,CHN,8.901113
CAN,05T06,COL,1.476349
CAN,05T06,CRI,0.028085
CAN,05T06,CYP,0.006081
CAN,05T06,CZE,3.625376
CAN,05T06,DEU,43.284904000000004
CAN,05T06,DNK,0.096458
CAN,05T06,ESP,0.354426
CAN,05T06,EST,0.005914
CAN,05T06,FIN,0.18335200000000001
CAN,05T06,FRA,7.845552
CAN,05T06,GBR,2.78367
CAN,05T06,GRC,0.016763
CAN,05T06,HRV,0.047813999999999995
CAN,05T06,HUN,0.048465
CAN,05T06,IDN,1.145086
CAN,05T06,IND,8.176433999999999
CAN,05T06,IRL,1.4884389999999998
CAN,05T06,ISL,0.018478
CAN,05T06,ISR,0.091871
CAN,05T06,ITA,17.634052999999998
CAN,05T06,JPN,1.615602
CAN,05T06,KAZ,0.17854099999999998
CAN,05T06,KHM,0.013062
CAN,05T06,KOR,63.739122
CAN,05T06,LAO,0.0022919999999999998
CAN,05T06,LTU,0.015161999999999901
CAN,05T06,LVA,0.004621
CAN,05T06,MAR,0.244967
CAN,05T06,MEX,1.3885269999999998
CAN,05T06,MLT,0.02154
CAN,05T06,MMR,0.073127
CAN,05T06,NLD,23.400242
CAN,05T06,NOR,31.197298
CAN,05T06,NZL,0.955338
CAN,05T06,PER,0.1406819999999999
CAN,05T06,PHL,0.12387999999999999
CAN,05T06,POL,7.787678
CAN,05T06,PRT,3.424443
CAN,05T06,ROU,0.117585
CAN,05T06,ROW,24.358383
CAN,05T06,RUS,3.842587
CAN,05T06,SAU,0.306876
CAN,05T06,SGP,0.8943460000000001
CAN,05T06,SVK,2.246876
CAN,05T06,SVN,0.015534
CAN,05T06,SWE,3.625675
CAN,05T06,THA,0.290674
CAN,05T06,TUN,0.023713
CAN,05T06,TUR,28.240206
CAN,05T06,TWN,0.715292
CAN,05T06,USA,172.68447600000002
CAN,05T06,VNM,2.567115
CAN,05T06,ZAF,0.083122
CAN,07T08,ARG,0.66281
CAN,07T08,AUS,1.540877
CAN,07T08,AUT,0.103654
CAN,07T08,BEL,9.845661
CAN,07T08,BGR,0.018161
CAN,07T08,BRA,0.933848
CAN,07T08,BRN,0.010479
CAN,07T08,CAN,435.626836
CAN,07T08,CHE,0.307599
CAN,07T08,CHL,0.602485
CAN,07T08,CHN,3.680425
CAN,07T08,COL,0.328127
CAN,07T08,CRI,0.026868
CAN,07T08,CYP,0.024711
CAN,07T08,CZE,0.077646
CAN,07T08,DEU,12.407883
CAN,07T08,DNK,0.264616
CAN,07T08,ESP,0.625346
CAN,07T08,EST,0.008438
CAN,07T08,FIN,0.07993
CAN,07T08,FRA,1.53098
CAN,07T08,GBR,14.827071
CAN,07T08,GRC,0.0311019999999999
CAN,07T08,HRV,0.012533
CAN,07T08,HUN,0.030968
CAN,07T08,IDN,0.338215
CAN,07T08,IND,1.085256
CAN,07T08,IRL,0.425347
CAN,07T08,ISL,0.117339
CAN,07T08,ISR,0.11
CAN,07T08,ITA,0.576941
CAN,07T08,JPN,118.537847
CAN,07T08,KAZ,0.180721
CAN,07T08,KHM,0.272226
CAN,07T08,KOR,0.8025119999999999
CAN,07T08,LAO,0.0020759999999999
CAN,07T08,LTU,0.01841
CAN,07T08,LVA,0.00823
CAN,07T08,MAR,0.239293
CAN,07T08,MEX,4.325956
CAN,07T08,MLT,0.016928
CAN,07T08,MMR,0.017342
CAN,07T08,NLD,4.421368999999999
CAN,07T08,NOR,0.299218
CAN,07T08,NZL,11.325971
CAN,07T08,PER,0.21705
CAN,07T08,PHL,0.6825289999999999
CAN,07T08,POL,0.160213
CAN,07T08,PRT,0.037429
CAN,07T08,ROU,0.260533
CAN,07T08,ROW,7.434386
CAN,07T08,RUS,0.5623469999999999
CAN,07T08,SAU,1.073246
CAN,07T08,SGP,1.4151939999999998
CAN,07T08,SVK,0.0323689999999999
CAN,07T08,SVN,0.019139
CAN,07T08,SWE,0.345672
CAN,07T08,THA,0.17537
CAN,07T08,TUN,0.021694
CAN,07T08,TUR,0.820736
CAN,07T08,TWN,0.381688
CAN,07T08,USA,107.390425
CAN,07T08,VNM,0.228156
CAN,07T08,ZAF,0.27524
CAN,10T12,ARG,10.112943
CAN,10T12,AUS,103.323209
CAN,10T12,AUT,8.579692
CAN,10T12,BEL,15.480397
CAN,10T12,BGR,7.231441
CAN,10T12,BRA,49.14479
CAN,10T12,BRN,0.215739
CAN,10T12,CAN,49006.878045
CAN,10T12,CHE,33.920193
CAN,10T12,CHL,75.872375
CAN,10T12,CHN,1512.195573
CAN,10T12,COL,22.484237
CAN,10T12,CRI,12.947047
CAN,10T12,CYP,0.5754319999999999
CAN,10T12,CZE,10.025012
CAN,10T12,DEU,84.79138400000001
CAN,10T12,DNK,53.452629
CAN,10T12,ESP,26.585268
CAN,10T12,EST,3.2662250000000004
CAN,10T12,FIN,8.772409
CAN,10T12,FRA,112.991246
CAN,10T12,GBR,150.37496900000002
CAN,10T12,GRC,5.636219
CAN,10T12,HRV,0.289215
CAN,10T12,HUN,1.26112
CAN,10T12,IDN,25.121382
CAN,10T12,IND,20.627353
CAN,10T12,IRL,24.636556
CAN,10T12,ISL,7.880091999999999
CAN,10T12,ISR,10.514501
CAN,10T12,ITA,28.887361
CAN,10T12,JPN,918.184459
CAN,10T12,KAZ,1.902991
CAN,10T12,KHM,0.21414
CAN,10T12,KOR,148.105188
CAN,10T12,LAO,0.218743
CAN,10T12,LTU,1.919246
CAN,10T12,LVA,1.4648560000000002
CAN,10T12,MAR,8.448786
CAN,10T12,MEX,727.256586
CAN,10T12,MLT,0.474466
CAN,10T12,MMR,0.21669
CAN,10T12,NLD,34.335844
CAN,10T12,NOR,17.539319
CAN,10T12,NZL,47.445688
CAN,10T12,PER,9.554021
CAN,10T12,PHL,86.847829
CAN,10T12,POL,25.708248
CAN,10T12,PRT,3.1386710000000004
CAN,10T12,ROU,6.015748
CAN,10T12,ROW,795.313235
CAN,10T12,RUS,29.891541
CAN,10T12,SAU,24.150342
CAN,10T12,SGP,39.515508
CAN,10T12,SVK,5.505293
CAN,10T12,SVN,0.869981
CAN,10T12,SWE,17.428425
CAN,10T12,THA,23.392777
CAN,10T12,TUN,2.19796
CAN,10T12,TUR,6.338661
CAN,10T12,TWN,116.670831
CAN,10T12,USA,7961.906242
CAN,10T12,VNM,21.56381
CAN,10T12,ZAF,14.070003
CAN,13T15,ARG,1.309001
CAN,13T15,AUS,18.823387
CAN,13T15,AUT,2.738353
CAN,13T15,BEL,7.863819
CAN,13T15,BGR,0.322416
CAN,13T15,BRA,4.46412
CAN,13T15,BRN,0.052375
CAN,13T15,CAN,1709.827687
CAN,13T15,CHE,11.147642
CAN,13T15,CHL,6.096367
CAN,13T15,CHN,68.668092
CAN,13T15,COL,2.625703
CAN,13T15,CRI,0.933717
CAN,13T15,CYP,0.114596
CAN,13T15,CZE,1.12745
CAN,13T15,DEU,35.329624
CAN,13T15,DNK,1.892214
CAN,13T15,ESP,5.224482
CAN,13T15,EST,0.548442
CAN,13T15,FIN,4.194234
CAN,13T15,FRA,23.214201
CAN,13T15,GBR,42.74897
CAN,13T15,GRC,9.490855
CAN,13T15,HRV,0.238492
CAN,13T15,HUN,0.649114
CAN,13T15,IDN,1.720288
CAN,13T15,IND,8.062119
CAN,13T15,IRL,3.95625
CAN,13T15,ISL,2.285731
CAN,13T15,ISR,3.946633
CAN,13T15,ITA,15.378194
CAN,13T15,JPN,28.575015
CAN,13T15,KAZ,0.589812
CAN,13T15,KHM,0.071097
CAN,13T15,KOR,19.540277
CAN,13T15,LAO,0.038726
CAN,13T15,LTU,0.1860839999999999
CAN,13T15,LVA,0.368751
CAN,13T15,MAR,0.828174
CAN,13T15,MEX,83.0345
CAN,13T15,MLT,0.2715079999999999
CAN,13T15,MMR,0.012234
CAN,13T15,NLD,28.544616
CAN,13T15,NOR,7.314014999999999
CAN,13T15,NZL,2.894817
CAN,13T15,PER,1.332661
CAN,13T15,PHL,2.980214
CAN,13T15,POL,2.19175
CAN,13T15,PRT,1.639138
CAN,13T15,ROU,0.7160529999999999
CAN,13T15,ROW,65.596894
CAN,13T15,RUS,9.437032
CAN,13T15,SAU,3.476312
CAN,13T15,SGP,5.593151
CAN,13T15,SVK,0.343607
CAN,13T15,SVN,0.2538169999999999
CAN,13T15,SWE,5.446265
CAN,13T15,THA,1.878864
CAN,13T15,TUN,0.296753
CAN,13T15,TUR,4.029303
CAN,13T15,TWN,4.318543
CAN,13T15,USA,1397.400749
CAN,13T15,VNM,0.711098
CAN,13T15,ZAF,1.145722
CAN,16,ARG,0.27745
CAN,16,AUS,1.856852
CAN,16,AUT,0.46204
CAN,16,BEL,2.349819
CAN,16,BGR,0.130996
CAN,16,BRA,0.7239450000000001
CAN,16,BRN,0.007042
CAN,16,CAN,756.797216
CAN,16,CHE,0.823555
CAN,16,CHL,0.271662
CAN,16,CHN,29.136139
CAN,16,COL,0.264773
CAN,16,CRI,0.059298
CAN,16,CYP,0.032272
CAN,16,CZE,0.153979
CAN,16,DEU,6.1760530000000005
CAN,16,DNK,1.12968
CAN,16,ESP,0.960883
CAN,16,EST,0.021766
CAN,16,FIN,0.166401
CAN,16,FRA,3.86578
CAN,16,GBR,21.57865
CAN,16,GRC,0.096186
CAN,16,HRV,0.017652
CAN,16,HUN,0.053037
CAN,16,IDN,0.521578
CAN,16,IND,2.975948
CAN,16,IRL,0.748464
CAN,16,ISL,0.701552
CAN,16,ISR,0.651998
CAN,16,ITA,2.698131
CAN,16,JPN,17.220173
CAN,16,KAZ,0.059505
CAN,16,KHM,0.083756
CAN,16,KOR,1.933894
CAN,16,LAO,0.053084
CAN,16,LTU,0.076372
CAN,16,LVA,0.024794
CAN,16,MAR,0.346225
CAN,16,MEX,10.944139
CAN,16,MLT,0.023377
CAN,16,MMR,0.019408
CAN,16,NLD,3.071024
CAN,16,NOR,0.305962
CAN,16,NZL,1.037475
CAN,16,PER,0.643495
CAN,16,PHL,37.893141
CAN,16,POL,0.229172
CAN,16,PRT,0.08887
CAN,16,ROU,0.196756
CAN,16,ROW,46.819631
CAN,16,RUS,0.478387
CAN,16,SAU,0.8426420000000001
CAN,16,SGP,0.907038
CAN,16,SVK,0.034201
CAN,16,SVN,0.030746
CAN,16,SWE,0.864541
CAN,16,THA,2.015698
CAN,16,TUN,0.037881
CAN,16,TUR,0.923893
CAN,16,TWN,3.735888
CAN,16,USA,1135.158846
CAN,16,VNM,0.649943
CAN,16,ZAF,0.102989
CAN,17T18,ARG,2.342253
CAN,17T18,AUS,18.856407
CAN,17T18,AUT,0.909736
CAN,17T18,BEL,1.716766
CAN,17T18,BGR,0.092623
CAN,17T18,BRA,9.562295
CAN,17T18,BRN,0.033465
CAN,17T18,CAN,4004.777711
CAN,17T18,CHE,1.664379
CAN,17T18,CHL,2.155945
CAN,17T18,CHN,44.328707
CAN,17T18,COL,18.786159
CAN,17T18,CRI,0.472539
CAN,17T18,CYP,0.125557
CAN,17T18,CZE,0.288582
CAN,17T18,DEU,18.162963
CAN,17T18,DNK,0.385001
CAN,17T18,ESP,9.531173
CAN,17T18,EST,0.0503809999999999
CAN,17T18,FIN,0.930967
CAN,17T18,FRA,13.350208
CAN,17T18,GBR,18.617678
CAN,17T18,GRC,1.776729
CAN,17T18,HRV,0.0608299999999999
CAN,17T18,HUN,0.5972580000000001
CAN,17T18,IDN,23.240465
CAN,17T18,IND,26.484828
CAN,17T18,IRL,5.524866
CAN,17T18,ISL,2.963613
CAN,17T18,ISR,5.302131
CAN,17T18,ITA,11.105069
CAN,17T18,JPN,12.478052000000002
CAN,17T18,KAZ,0.340865
CAN,17T18,KHM,0.153363
CAN,17T18,KOR,15.064587
CAN,17T18,LAO,0.021145
CAN,17T18,LTU,0.052025
CAN,17T18,LVA,0.0677089999999999
CAN,17T18,MAR,0.416684
CAN,17T18,MEX,71.28249699999999
CAN,17T18,MLT,0.082633
CAN,17T18,MMR,0.682362
CAN,17T18,NLD,3.712032
CAN,17T18,NOR,0.853467
CAN,17T18,NZL,129.46653600000002
CAN,17T18,PER,3.441005
CAN,17T18,PHL,2.702232
CAN,17T18,POL,0.912906
CAN,17T18,PRT,0.7823009999999999
CAN,17T18,ROU,0.206594
CAN,17T18,ROW,92.818091
CAN,17T18,RUS,1.323839
CAN,17T18,SAU,6.075016
CAN,17T18,SGP,8.272147
CAN,17T18,SVK,0.282534
CAN,17T18,SVN,0.377723
CAN,17T18,SWE,1.320441
CAN,17T18,THA,15.359238
CAN,17T18,TUN,0.269603
CAN,17T18,TUR,8.953255
CAN,17T18,TWN,12.206925
CAN,17T18,USA,1574.88868
CAN,17T18,VNM,1.042698
CAN,17T18,ZAF,0.8413619999999999
CAN,19,ARG,2.0265180000000003
CAN,19,AUS,20.062957
CAN,19,AUT,1.159901
CAN,19,BEL,2.292991
CAN,19,BGR,0.204566
CAN,19,BRA,28.982946
CAN,19,BRN,0.128101
CAN,19,CAN,12053.689584
CAN,19,CHE,4.317957
CAN,19,CHL,2.038835
CAN,19,CHN,65.77503899999999
CAN,19,COL,2.882317
CAN,19,CRI,0.928413
CAN,19,CYP,1.740157
CAN,19,CZE,1.165732
CAN,19,DEU,51.366328
CAN,19,DNK,15.373879
CAN,19,ESP,27.379067
CAN,19,EST,0.146987
CAN,19,FIN,1.306546
CAN,19,FRA,47.332767
CAN,19,GBR,53.728127
CAN,19,GRC,0.621177
CAN,19,HRV,0.291988
CAN,19,HUN,0.359604
CAN,19,IDN,6.895422
CAN,19,IND,5.7768060000000006
CAN,19,IRL,14.796073
CAN,19,ISL,7.246113999999999
CAN,19,ISR,3.342989
CAN,19,ITA,4.003827
CAN,19,JPN,27.87056
CAN,19,KAZ,0.655088
CAN,19,KHM,0.053396
CAN,19,KOR,20.318087
CAN,19,LAO,0.067834
CAN,19,LTU,0.151223
CAN,19,LVA,0.292083
CAN,19,MAR,13.613383
CAN,19,MEX,117.112015
CAN,19,MLT,0.285651
CAN,19,MMR,0.773911
CAN,19,NLD,18.855433
CAN,19,NOR,3.184117
CAN,19,NZL,2.405832
CAN,19,PER,1.873694
CAN,19,PHL,4.383733
CAN,19,POL,1.788871
CAN,19,PRT,1.238943
CAN,19,ROU,14.828505
CAN,19,ROW,174.741176
CAN,19,RUS,5.973944
CAN,19,SAU,4.46079
CAN,19,SGP,13.78508
CAN,19,SVK,0.937553
CAN,19,SVN,0.565542
CAN,19,SWE,6.081945
CAN,19,THA,2.236637
CAN,19,TUN,0.249972
CAN,19,TUR,1.609616
CAN,19,TWN,2.655612
CAN,19,USA,4620.357347
CAN,19,VNM,0.892155
CAN,19,ZAF,1.016947
CAN,20,ARG,7.216621
CAN,20,AUS,53.206050000000005
CAN,20,AUT,2.212938
CAN,20,BEL,7.176766999999999
CAN,20,BGR,0.15015
CAN,20,BRA,152.810627
CAN,20,BRN,0.100469
CAN,20,CAN,4064.24871
CAN,20,CHE,3.071401
CAN,20,CHL,13.694351
CAN,20,CHN,71.32996700000001
CAN,20,COL,25.499519
CAN,20,CRI,4.566191
CAN,20,CYP,0.144136
CAN,20,CZE,1.18208
CAN,20,DEU,39.260171
CAN,20,DNK,1.741988
CAN,20,ESP,9.410608
CAN,20,EST,0.128567
CAN,20,FIN,2.644963
CAN,20,FRA,33.256829
CAN,20,GBR,49.53828
CAN,20,GRC,0.67565
CAN,20,HRV,0.203763
CAN,20,HUN,0.2629789999999999
CAN,20,IDN,48.490769
CAN,20,IND,31.754294
CAN,20,IRL,4.43924
CAN,20,ISL,0.6435850000000001
CAN,20,ISR,3.493163
CAN,20,ITA,7.391285999999999
CAN,20,JPN,29.616248
CAN,20,KAZ,0.552426
CAN,20,KHM,0.424321
CAN,20,KOR,26.21208
CAN,20,LAO,0.0591349999999999
CAN,20,LTU,0.637385
CAN,20,LVA,0.3341699999999999
CAN,20,MAR,3.646397
CAN,20,MEX,170.751796
CAN,20,MLT,0.194852
CAN,20,MMR,0.502351
CAN,20,NLD,10.42827
CAN,20,NOR,3.38188
CAN,20,NZL,14.098498
CAN,20,PER,7.564736
CAN,20,PHL,10.164111
CAN,20,POL,4.213845
CAN,20,PRT,1.594253
CAN,20,ROU,1.386673
CAN,20,ROW,143.311132
CAN,20,RUS,7.441107000000001
CAN,20,SAU,7.241275
CAN,20,SGP,9.774776
CAN,20,SVK,0.49346
CAN,20,SVN,0.253644
CAN,20,SWE,3.540852
CAN,20,THA,6.152593
CAN,20,TUN,0.316006
CAN,20,TUR,3.159497
CAN,20,TWN,5.332949999999999
CAN,20,USA,2350.382536
CAN,20,VNM,2.138201
CAN,20,ZAF,3.62876
CAN,21,ARG,18.904948
CAN,21,AUS,46.80197
CAN,21,AUT,2.243626
CAN,21,BEL,68.390852
CAN,21,BGR,0.281712
CAN,21,BRA,23.323672
CAN,21,BRN,0.083162
CAN,21,CAN,2872.04811
CAN,21,CHE,3.87409
CAN,21,CHL,12.06218
CAN,21,CHN,80.46676
CAN,21,COL,14.986648
CAN,21,CRI,2.868827
CAN,21,CYP,0.141177
CAN,21,CZE,3.419177
CAN,21,DEU,49.858263
CAN,21,DNK,1.1897369999999998
CAN,21,ESP,39.231922
CAN,21,EST,0.819393
CAN,21,FIN,5.151808
CAN,21,FRA,85.77645700000001
CAN,21,GBR,28.43941
CAN,21,GRC,3.484209
CAN,21,HRV,0.871992
CAN,21,HUN,0.161758
CAN,21,IDN,2.314988
CAN,21,IND,2.092074
CAN,21,IRL,8.422294
CAN,21,ISL,0.06709
CAN,21,ISR,7.407564
CAN,21,ITA,8.861129
CAN,21,JPN,96.220903
CAN,21,KAZ,0.555322
CAN,21,KHM,0.044105
CAN,21,KOR,6.564913000000001
CAN,21,LAO,0.0076869999999999
CAN,21,LTU,0.5769569999999999
CAN,21,LVA,0.486266
CAN,21,MAR,0.896765
CAN,21,MEX,79.358751
CAN,21,MLT,0.025757
CAN,21,MMR,0.099547
CAN,21,NLD,7.102366
CAN,21,NOR,1.638784
CAN,21,NZL,3.712746
CAN,21,PER,1.449952
CAN,21,PHL,1.464501
CAN,21,POL,33.376414000000004
CAN,21,PRT,1.29013
CAN,21,ROU,6.8003540000000005
CAN,21,ROW,76.764639
CAN,21,RUS,30.636703
CAN,21,SAU,6.553903999999999
CAN,21,SGP,2.677586
CAN,21,SVK,2.5443580000000003
CAN,21,SVN,0.825733
CAN,21,SWE,1.518603
CAN,21,THA,3.741243
CAN,21,TUN,0.7242999999999999
CAN,21,TUR,15.867206
CAN,21,TWN,29.886073
CAN,21,USA,2300.009852
CAN,21,VNM,1.263025
CAN,21,ZAF,4.487013
CAN,22,ARG,2.326745
CAN,22,AUS,12.79851
CAN,22,AUT,1.473541
CAN,22,BEL,1.504748
CAN,22,BGR,0.160363
CAN,22,BRA,4.00061
CAN,22,BRN,0.070551
CAN,22,CAN,2315.847467
CAN,22,CHE,2.37665
CAN,22,CHL,4.804323
CAN,22,CHN,9.011568
CAN,22,COL,2.539856
CAN,22,CRI,2.041194
CAN,22,CYP,0.044662
CAN,22,CZE,0.28755
CAN,22,DEU,7.926003
CAN,22,DNK,0.271411
CAN,22,ESP,1.414113
CAN,22,EST,0.086324
CAN,22,FIN,0.840614
CAN,22,FRA,8.577854
CAN,22,GBR,10.278973
CAN,22,GRC,0.257615
CAN,22,HRV,0.034536
CAN,22,HUN,0.146314
CAN,22,IDN,1.863679
CAN,22,IND,11.88912
CAN,22,IRL,3.520997
CAN,22,ISL,0.192853
CAN,22,ISR,1.170861
CAN,22,ITA,1.848137
CAN,22,JPN,11.028015
CAN,22,KAZ,0.597466
CAN,22,KHM,0.07177
CAN,22,KOR,2.1166430000000003
CAN,22,LAO,0.009635
CAN,22,LTU,0.1159169999999999
CAN,22,LVA,0.11381
CAN,22,MAR,0.226939
CAN,22,MEX,202.557748
CAN,22,MLT,0.04
