row_country,row_sector,col_country,col_sector,value
ZAF,62T63,MAR,51,0.0057690000559856
ZAF,62T63,MAR,52,0.0042149999719566
ZAF,62T63,MAR,53,0.0008579999980878
ZAF,62T63,MAR,55T56,0.0012759999968544
ZAF,62T63,MAR,58T60,0.0045139999510326
ZAF,62T63,MAR,61,0.0075010000256833
ZAF,62T63,MAR,62T63,0.0036069999534856
ZAF,62T63,MAR,64T66,0.0141039998810219
ZAF,62T63,MAR,68,0.0004529999993508
ZAF,62T63,MAR,69T75,0.0019709999860009
ZAF,62T63,MAR,77T82,0.0008009999873346
ZAF,62T63,MAR,84,0.0166589999805614
ZAF,62T63,MAR,85,0.0064759999907389
ZAF,62T63,MAR,86T88,0.0046949999946734
ZAF,62T63,MAR,90T93,0.0005749999894352
ZAF,62T63,MAR,94T98,0.000574000005315
ZAF,62T63,MEX,01T02,6.499999996629685e-05
ZAF,62T63,MEX,03,9.999999756853523e-07
ZAF,62T63,MEX,05T06,0.0001789999994942
ZAF,62T63,MEX,07T08,5.4999999947085305e-05
ZAF,62T63,MEX,10T12,0.0021659999996925
ZAF,62T63,MEX,13T15,0.0001670000000018
ZAF,62T63,MEX,16,9.99999992860156e-06
ZAF,62T63,MEX,17T18,0.0001289999998495
ZAF,62T63,MEX,19,3.199999997137641e-05
ZAF,62T63,MEX,20,0.0002309999998995
ZAF,62T63,MEX,21,0.0004449999990703
ZAF,62T63,MEX,22,5.9999999923740975e-05
ZAF,62T63,MEX,23,7.100000001403689e-05
ZAF,62T63,MEX,24,0.0001739999999783
ZAF,62T63,MEX,25,0.0001390000000553
ZAF,62T63,MEX,26,0.0001049999999917
ZAF,62T63,MEX,27,0.000137000000144
ZAF,62T63,MEX,28,0.0003749999999843
ZAF,62T63,MEX,29T30,0.0007920000000041
ZAF,62T63,MEX,31T33,0.000113999999876
ZAF,62T63,MEX,35,0.0001879999996634
ZAF,62T63,MEX,36T39,4.899999986187407e-05
ZAF,62T63,MEX,41T43,0.0001220000000058
ZAF,62T63,MEX,45T47,0.0043679999990495
ZAF,62T63,MEX,49,0.0001769999999402
ZAF,62T63,MEX,50,2.9999999942230067e-06
ZAF,62T63,MEX,51,0.0001960000003363
ZAF,62T63,MEX,52,0.000325999999973
ZAF,62T63,MEX,53,6.89999980730576e-05
ZAF,62T63,MEX,55T56,0.0008999999997056
ZAF,62T63,MEX,58T60,0.0023020000012152
ZAF,62T63,MEX,61,4.9999999976954337e-05
ZAF,62T63,MEX,62T63,0.0001220000010344
ZAF,62T63,MEX,64T66,0.0013119999996546
ZAF,62T63,MEX,68,0.0005789999998631
ZAF,62T63,MEX,69T75,0.0013809999987509
ZAF,62T63,MEX,77T82,0.0007559999998269
ZAF,62T63,MEX,84,0.0060099999999775
ZAF,62T63,MEX,85,0.0008289999996408
ZAF,62T63,MEX,86T88,0.0020710000000484
ZAF,62T63,MEX,90T93,0.0003849999990556
ZAF,62T63,MEX,94T98,0.0001300000001385
ZAF,62T63,MLT,01T02,2.999999586699632e-05
ZAF,62T63,MLT,03,5.799997649231047e-05
ZAF,62T63,MLT,05T06,9.999985766658895e-06
ZAF,62T63,MLT,07T08,2.9999851399225456e-06
ZAF,62T63,MLT,10T12,9.899999459480874e-05
ZAF,62T63,MLT,13T15,9.999998696462948e-06
ZAF,62T63,MLT,16,3.999992559945652e-06
ZAF,62T63,MLT,17T18,0.0001120000063762
ZAF,62T63,MLT,19,0.0
ZAF,62T63,MLT,20,2.299999038405056e-05
ZAF,62T63,MLT,21,0.0003069999584311
ZAF,62T63,MLT,22,5.0999989627236506e-05
ZAF,62T63,MLT,23,4.0999995754487896e-05
ZAF,62T63,MLT,24,0.0
ZAF,62T63,MLT,25,3.799999371827333e-05
ZAF,62T63,MLT,26,1.899999972638116e-05
ZAF,62T63,MLT,27,2.4000001526789888e-05
ZAF,62T63,MLT,28,5.999996307662632e-06
ZAF,62T63,MLT,29T30,1.9999984166238843e-05
ZAF,62T63,MLT,31T33,0.0002919999873039
ZAF,62T63,MLT,35,0.0003489999893466
ZAF,62T63,MLT,36T39,6.69999958766258e-05
ZAF,62T63,MLT,41T43,0.0003809999931089
ZAF,62T63,MLT,45T47,0.0014979999608916
ZAF,62T63,MLT,49,0.0004940000009794
ZAF,62T63,MLT,50,0.0003970000011968
ZAF,62T63,MLT,51,0.0003769999889584
ZAF,62T63,MLT,52,0.001394999960569
ZAF,62T63,MLT,53,0.0002159999604934
ZAF,62T63,MLT,55T56,0.0006449999988093
ZAF,62T63,MLT,58T60,0.0020969998150945
ZAF,62T63,MLT,61,0.0040239999833524
ZAF,62T63,MLT,62T63,0.0250309999700825
ZAF,62T63,MLT,64T66,0.0289410000656753
ZAF,62T63,MLT,68,0.0002829999895373
ZAF,62T63,MLT,69T75,0.0099299999356092
ZAF,62T63,MLT,77T82,0.0021040000152969
ZAF,62T63,MLT,84,0.0046279999798746
ZAF,62T63,MLT,85,0.0006039999745694
ZAF,62T63,MLT,86T88,0.001622999953271
ZAF,62T63,MLT,90T93,0.3206889980351978
ZAF,62T63,MLT,94T98,0.0001189999871373
ZAF,62T63,MMR,01T02,4.0999999756291945e-05
ZAF,62T63,MMR,03,9.999999970535344e-07
ZAF,62T63,MMR,05T06,0.0001559999968518
ZAF,62T63,MMR,07T08,2.5999998501828423e-05
ZAF,62T63,MMR,10T12,1.399999992129828e-05
ZAF,62T63,MMR,13T15,2.699999990327727e-05
ZAF,62T63,MMR,16,5.999999655157476e-06
ZAF,62T63,MMR,17T18,1.39999989596135e-05
ZAF,62T63,MMR,19,1.4999999477562611e-05
ZAF,62T63,MMR,20,9.999999306301942e-06
ZAF,62T63,MMR,21,1.6999997166450934e-05
ZAF,62T63,MMR,22,8.999999515895915e-06
ZAF,62T63,MMR,23,1.3999999530797634e-05
ZAF,62T63,MMR,24,8.999999638761995e-06
ZAF,62T63,MMR,25,1.499999967552366e-05
ZAF,62T63,MMR,26,4.299999845124765e-05
ZAF,62T63,MMR,27,1.899999892833797e-05
ZAF,62T63,MMR,28,1.899999833827837e-05
ZAF,62T63,MMR,29T30,3.199999817175541e-05
ZAF,62T63,MMR,31T33,2.599999996686548e-05
ZAF,62T63,MMR,35,1.7999999793709493e-05
ZAF,62T63,MMR,36T39,4.9999999968062025e-06
ZAF,62T63,MMR,41T43,0.0001389999999509
ZAF,62T63,MMR,45T47,0.0003569999986174
ZAF,62T63,MMR,49,3.099999976758797e-05
ZAF,62T63,MMR,50,9.999999844038968e-06
ZAF,62T63,MMR,51,1.799999975858254e-05
ZAF,62T63,MMR,52,2.699999990289442e-05
ZAF,62T63,MMR,53,3.999998521853696e-06
ZAF,62T63,MMR,55T56,6.9999999871390014e-06
ZAF,62T63,MMR,58T60,7.699999998118076e-05
ZAF,62T63,MMR,61,0.0001990000003724
ZAF,62T63,MMR,62T63,3.900000067042256e-05
ZAF,62T63,MMR,64T66,0.0002289999976225
ZAF,62T63,MMR,68,9.99999985922176e-05
ZAF,62T63,MMR,69T75,0.0003079999961163
ZAF,62T63,MMR,77T82,6.500000002551694e-05
ZAF,62T63,MMR,84,9.10000000556678e-05
ZAF,62T63,MMR,85,3.3000000025046286e-05
ZAF,62T63,MMR,86T88,4.099999992135217e-05
ZAF,62T63,MMR,90T93,2.200000002741159e-05
ZAF,62T63,MMR,94T98,2.5999999979857653e-05
ZAF,62T63,NLD,01T02,0.03835099999407
ZAF,62T63,NLD,03,0.0010379999789981
ZAF,62T63,NLD,05T06,0.0077159999710398
ZAF,62T63,NLD,07T08,0.0014459999852955
ZAF,62T63,NLD,10T12,0.0685309999847955
ZAF,62T63,NLD,13T15,0.003569999982437
ZAF,62T63,NLD,16,0.0034219999747516
ZAF,62T63,NLD,17T18,0.0233620000582005
ZAF,62T63,NLD,19,0.0179329999940418
ZAF,62T63,NLD,20,0.2337619998242354
ZAF,62T63,NLD,21,0.0110820000138507
ZAF,62T63,NLD,22,0.0145759999994438
ZAF,62T63,NLD,23,0.0097680000158205
ZAF,62T63,NLD,24,0.0186829999608945
ZAF,62T63,NLD,25,0.0352729999440763
ZAF,62T63,NLD,26,0.0988270000006282
ZAF,62T63,NLD,27,0.024055999965125
ZAF,62T63,NLD,28,0.0267809999817249
ZAF,62T63,NLD,29T30,0.0219880000036892
ZAF,62T63,NLD,31T33,0.0249949999699451
ZAF,62T63,NLD,35,0.0501549999107285
ZAF,62T63,NLD,36T39,0.0281539999759865
ZAF,62T63,NLD,41T43,0.2023579999691314
ZAF,62T63,NLD,45T47,0.9219089996577546
ZAF,62T63,NLD,49,0.1026219999200722
ZAF,62T63,NLD,50,0.0863579998770485
ZAF,62T63,NLD,51,0.0702119999333856
ZAF,62T63,NLD,52,0.0887389998982625
ZAF,62T63,NLD,53,0.0122269999957146
ZAF,62T63,NLD,55T56,0.0920539999523642
ZAF,62T63,NLD,58T60,0.2692929998851905
ZAF,62T63,NLD,61,0.236831999925553
ZAF,62T63,NLD,62T63,4.357425999230753
ZAF,62T63,NLD,64T66,0.4613679999294682
ZAF,62T63,NLD,68,0.1294840000055218
ZAF,62T63,NLD,69T75,1.4556409994875472
ZAF,62T63,NLD,77T82,0.4619499998121917
ZAF,62T63,NLD,84,0.7364549998685339
ZAF,62T63,NLD,85,0.1673709999733049
ZAF,62T63,NLD,86T88,0.1737020000217559
ZAF,62T63,NLD,90T93,0.0846039999650862
ZAF,62T63,NLD,94T98,0.0925809998303602
ZAF,62T63,NOR,01T02,0.0002809999965466
ZAF,62T63,NOR,03,0.0010000000008549
ZAF,62T63,NOR,05T06,0.0028039999974583
ZAF,62T63,NOR,07T08,0.0003179999985666
ZAF,62T63,NOR,10T12,0.0022959999988505
ZAF,62T63,NOR,13T15,0.0002069999965078
ZAF,62T63,NOR,16,0.0004039999982968
ZAF,62T63,NOR,17T18,0.0002959999967172
ZAF,62T63,NOR,19,0.0009840000027836
ZAF,62T63,NOR,20,0.0012290000025793
ZAF,62T63,NOR,21,0.0004000000039448
ZAF,62T63,NOR,22,0.0001770000007978
ZAF,62T63,NOR,23,0.0004859999987412
ZAF,62T63,NOR,24,0.000782999998173
ZAF,62T63,NOR,25,0.0007200000032775
ZAF,62T63,NOR,26,0.0005340000000289
ZAF,62T63,NOR,27,0.0004310000000125
ZAF,62T63,NOR,28,0.0009729999945544
ZAF,62T63,NOR,29T30,0.0005970000000463
ZAF,62T63,NOR,31T33,0.0010920000013547
ZAF,62T63,NOR,35,0.0084229999846624
ZAF,62T63,NOR,36T39,0.0035590000011414
ZAF,62T63,NOR,41T43,0.0101159999955652
ZAF,62T63,NOR,45T47,0.0382209999938711
ZAF,62T63,NOR,49,0.0020289999996213
ZAF,62T63,NOR,50,0.0010270000003694
ZAF,62T63,NOR,51,0.0017020000036835
ZAF,62T63,NOR,52,0.0202920000174295
ZAF,62T63,NOR,53,0.0006679999989574
ZAF,62T63,NOR,55T56,0.0031090000013314
ZAF,62T63,NOR,58T60,0.0156809999770103
ZAF,62T63,NOR,61,0.0143429999628866
ZAF,62T63,NOR,62T63,0.0412119999121031
ZAF,62T63,NOR,64T66,0.0505679999269714
ZAF,62T63,NOR,68,0.0225969999773762
ZAF,62T63,NOR,69T75,0.054672999981003
ZAF,62T63,NOR,77T82,0.0156069999805417
ZAF,62T63,NOR,84,0.0224929999992259
ZAF,62T63,NOR,85,0.0051799999933023
ZAF,62T63,NOR,86T88,0.0331539999941553
ZAF,62T63,NOR,90T93,0.0039160000056203
ZAF,62T63,NOR,94T98,0.0028409999992357
ZAF,62T63,NZL,01T02,0.0013819999978865
ZAF,62T63,NZL,03,0.0001660000000621
ZAF,62T63,NZL,05T06,0.0016729999868004
ZAF,62T63,NZL,07T08,3.699999955705252e-05
ZAF,62T63,NZL,10T12,0.0115380000028337
ZAF,62T63,NZL,13T15,0.0005269999941433
ZAF,62T63,NZL,16,0.0014370000031352
ZAF,62T63,NZL,17T18,0.0010449999999988
ZAF,62T63,NZL,19,0.0011339999980074
ZAF,62T63,NZL,20,0.0004269999977604
ZAF,62T63,NZL,21,0.0001860000067487
ZAF,62T63,NZL,22,0.0007869999983825
ZAF,62T63,NZL,23,0.0016160000100893
ZAF,62T63,NZL,24,0.0010390000070321
ZAF,62T63,NZL,25,0.0020330000053975
ZAF,62T63,NZL,26,0.0013189999939711
ZAF,62T63,NZL,27,0.0006170000070223
ZAF,62T63,NZL,28,0.0011609999979889
ZAF,62T63,NZL,29T30,0.000137999996223
ZAF,62T63,NZL,31T33,0.0004639999956611
ZAF,62T63,NZL,35,0.0050030000046434
ZAF,62T63,NZL,36T39,0.0004179999974902
ZAF,62T63,NZL,41T43,0.004309999999729
ZAF,62T63,NZL,45T47,0.0193949999890821
ZAF,62T63,NZL,49,0.0009739999985146
ZAF,62T63,NZL,50,0.0003449999923272
ZAF,62T63,NZL,51,0.0068779999908373
ZAF,62T63,NZL,52,0.0021009999955755
ZAF,62T63,NZL,53,0.0014869999869783
ZAF,62T63,NZL,55T56,0.0035469999912194
ZAF,62T63,NZL,58T60,0.0132959998361238
ZAF,62T63,NZL,61,0.0301189998996759
ZAF,62T63,NZL,62T63,0.0433589996564615
ZAF,62T63,NZL,64T66,0.0294969999770366
ZAF,62T63,NZL,68,0.0025410000015764
ZAF,62T63,NZL,69T75,0.0235339999591593
ZAF,62T63,NZL,77T82,0.0122340000059001
ZAF,62T63,NZL,84,0.0341419999739414
ZAF,62T63,NZL,85,0.0025649999998166
ZAF,62T63,NZL,86T88,0.0077609999931144
ZAF,62T63,NZL,90T93,0.0049300000088218
ZAF,62T63,NZL,94T98,0.0027889999968068
ZAF,62T63,PER,01T02,0.0001229999998349
ZAF,62T63,PER,03,8.99999952548432e-06
ZAF,62T63,PER,05T06,0.0002679999974222
ZAF,62T63,PER,07T08,0.0006329999994805
ZAF,62T63,PER,10T12,0.0006849999992167
ZAF,62T63,PER,13T15,0.0002949999995484
ZAF,62T63,PER,16,9.999999614271808e-06
ZAF,62T63,PER,17T18,7.59999992387218e-05
ZAF,62T63,PER,19,5.0999999957358606e-05
ZAF,62T63,PER,20,0.0003099999982141
ZAF,62T63,PER,21,4.599999602605271e-05
ZAF,62T63,PER,22,5.599999939044799e-05
ZAF,62T63,PER,23,2.3999999936192954e-05
ZAF,62T63,PER,24,0.0001599999994157
ZAF,62T63,PER,25,0.0001099999991246
ZAF,62T63,PER,26,9.99999984680388e-07
ZAF,62T63,PER,27,1.5000000076178052e-05
ZAF,62T63,PER,28,6.399999918838315e-05
ZAF,62T63,PER,29T30,1.899999920738158e-05
ZAF,62T63,PER,31T33,6.099999989484369e-05
ZAF,62T63,PER,35,0.0001309999994952
ZAF,62T63,PER,36T39,3.699999685826248e-05
ZAF,62T63,PER,41T43,0.0004029999995117
ZAF,62T63,PER,45T47,0.0019409999954008
ZAF,62T63,PER,49,0.0008169999982373
ZAF,62T63,PER,50,2.5999999447684755e-05
ZAF,62T63,PER,51,0.0002129999993436
ZAF,62T63,PER,52,0.0004359999986133
ZAF,62T63,PER,53,2.7999994970411776e-05
ZAF,62T63,PER,55T56,0.0003179999996034
ZAF,62T63,PER,58T60,0.0008169999873151
ZAF,62T63,PER,61,0.0014360000017556
ZAF,62T63,PER,62T63,8.69999986782831e-05
ZAF,62T63,PER,64T66,0.0010509999977509
ZAF,62T63,PER,68,0.0001699999993422
ZAF,62T63,PER,69T75,0.0017949999923781
ZAF,62T63,PER,77T82,0.0006129999969259
ZAF,62T63,PER,84,0.0006660000006149
ZAF,62T63,PER,85,0.0003549999991639
ZAF,62T63,PER,86T88,0.0005659999967412
ZAF,62T63,PER,90T93,0.0001129999986766
ZAF,62T63,PER,94T98,0.0003199999991474
ZAF,62T63,PHL,01T02,0.0011729999989471
ZAF,62T63,PHL,03,0.001582999993866
ZAF,62T63,PHL,05T06,0.0002729999965803
ZAF,62T63,PHL,07T08,0.0001099999981389
ZAF,62T63,PHL,10T12,0.0014549999987023
ZAF,62T63,PHL,13T15,0.000156000000062
ZAF,62T63,PHL,16,1.799999993586612e-05
ZAF,62T63,PHL,17T18,0.0002759999982764
ZAF,62T63,PHL,19,7.899999949167533e-05
ZAF,62T63,PHL,20,0.0007750000031063
ZAF,62T63,PHL,21,0.0002799999931006
ZAF,62T63,PHL,22,5.9999999815760246e-05
ZAF,62T63,PHL,23,6.099999993373205e-05
ZAF,62T63,PHL,24,2.6999999879011395e-05
ZAF,62T63,PHL,25,3.499999988788255e-05
ZAF,62T63,PHL,26,0.0003619999996239
ZAF,62T63,PHL,27,6.799999996983473e-05
ZAF,62T63,PHL,28,2.299999988274548e-05
ZAF,62T63,PHL,29T30,4.299999980574359e-05
ZAF,62T63,PHL,31T33,4.800000030196807e-05
ZAF,62T63,PHL,35,0.0003829999997521
ZAF,62T63,PHL,36T39,0.0006600000003039
ZAF,62T63,PHL,41T43,0.00141199999958
ZAF,62T63,PHL,45T47,0.0191479999839588
ZAF,62T63,PHL,49,0.0010869999987153
ZAF,62T63,PHL,50,0.0015359999787977
ZAF,62T63,PHL,51,0.0010559999914965
ZAF,62T63,PHL,52,0.003942000002447
ZAF,62T63,PHL,53,0.000206999988526
ZAF,62T63,PHL,55T56,0.0031669999998427
ZAF,62T63,PHL,58T60,0.0035269999811777
ZAF,62T63,PHL,61,0.0064169999881956
ZAF,62T63,PHL,62T63,0.0037539999992724
ZAF,62T63,PHL,64T66,0.0136589999934547
ZAF,62T63,PHL,68,0.0022439999965431
ZAF,62T63,PHL,69T75,0.0011399999961496
ZAF,62T63,PHL,77T82,0.0028289999977791
ZAF,62T63,PHL,84,0.0074099999992448
ZAF,62T63,PHL,85,0.0002469999997915
ZAF,62T63,PHL,86T88,0.0033509999996001
ZAF,62T63,PHL,90T93,0.0020179999966763
ZAF,62T63,PHL,94T98,0.001509999999721
ZAF,62T63,POL,01T02,0.0005309999996281
ZAF,62T63,POL,03,2.9999995841588765e-06
ZAF,62T63,POL,05T06,0.0016240000000101
ZAF,62T63,POL,07T08,0.0005219999998195
ZAF,62T63,POL,10T12,0.0121789999956965
ZAF,62T63,POL,13T15,0.0008859999937768
ZAF,62T63,POL,16,0.0015699999990477
ZAF,62T63,POL,17T18,0.0097599999901044
ZAF,62T63,POL,19,0.0043529999979903
ZAF,62T63,POL,20,0.0079919999935262
ZAF,62T63,POL,21,0.0034819999817748
ZAF,62T63,POL,22,0.0064679999941553
ZAF,62T63,POL,23,0.0031169999978445
ZAF,62T63,POL,24,0.003603999992998
ZAF,62T63,POL,25,0.0058699999947609
ZAF,62T63,POL,26,0.0028119999973507
ZAF,62T63,POL,27,0.0056529999936477
ZAF,62T63,POL,28,0.0021369999949124
ZAF,62T63,POL,29T30,0.0087619999973769
ZAF,62T63,POL,31T33,0.0041509999931008
ZAF,62T63,POL,35,0.0103289999902481
ZAF,62T63,POL,36T39,0.0011599999971356
ZAF,62T63,POL,41T43,0.009961999995174
ZAF,62T63,POL,45T47,0.1123059999606209
ZAF,62T63,POL,49,0.016893999988034
ZAF,62T63,POL,50,0.0004449999918437
ZAF,62T63,POL,51,0.003583000011927
ZAF,62T63,POL,52,0.0156149999659195
ZAF,62T63,POL,53,0.002709999972946
ZAF,62T63,POL,55T56,0.0043849999915585
ZAF,62T63,POL,58T60,0.0971189998202615
ZAF,62T63,POL,61,0.0406059999186925
ZAF,62T63,POL,62T63,0.2003220000334483
ZAF,62T63,POL,64T66,0.0874709999162208
ZAF,62T63,POL,68,0.0267349999866594
ZAF,62T63,POL,69T75,0.0802899999309384
ZAF,62T63,POL,77T82,0.0093279999872765
ZAF,62T63,POL,84,0.0093879999908973
ZAF,62T63,POL,85,0.0144389999969036
ZAF,62T63,POL,86T88,0.0081620000006345
ZAF,62T63,POL,90T93,0.0091329999879512
ZAF,62T63,POL,94T98,0.0059529999982182
ZAF,62T63,PRT,01T02,0.0026229999974441
ZAF,62T63,PRT,03,9.90000029827737e-05
ZAF,62T63,PRT,05T06,7.499998683837907e-05
ZAF,62T63,PRT,07T08,0.0006989999970567
ZAF,62T63,PRT,10T12,0.0115629999871506
ZAF,62T63,PRT,13T15,0.0037680000031797
ZAF,62T63,PRT,16,0.0013830000002585
ZAF,62T63,PRT,17T18,0.0056749999963639
ZAF,62T63,PRT,19,0.0023149999963159
ZAF,62T63,PRT,20,0.0037049999811538
ZAF,62T63,PRT,21,0.0028789999807456
ZAF,62T63,PRT,22,0.0033740000206191
ZAF,62T63,PRT,23,0.0033199999989764
ZAF,62T63,PRT,24,0.0005709999991073
ZAF,62T63,PRT,25,0.0039810000002938
ZAF,62T63,PRT,26,0.0012030000058889
ZAF,62T63,PRT,27,0.0019670000072688
ZAF,62T63,PRT,28,0.0013279999915217
ZAF,62T63,PRT,29T30,0.0064519999985155
ZAF,62T63,PRT,31T33,0.0059259999861132
ZAF,62T63,PRT,35,0.0064289999924013
ZAF,62T63,PRT,36T39,0.0041639999899545
ZAF,62T63,PRT,41T43,0.0082640000001986
ZAF,62T63,PRT,45T47,0.0605429999734751
ZAF,62T63,PRT,49,0.0097690000286233
ZAF,62T63,PRT,50,0.0009729999874932
ZAF,62T63,PRT,51,0.0056899999910111
ZAF,62T63,PRT,52,0.0133959999911652
ZAF,62T63,PRT,53,0.0011299999823314
ZAF,62T63,PRT,55T56,0.017498999982166
ZAF,62T63,PRT,58T60,0.0165099999529174
ZAF,62T63,PRT,61,0.0225229999891499
ZAF,62T63,PRT,62T63,0.1444589993757334
ZAF,62T63,PRT,64T66,0.0576569999323987
ZAF,62T63,PRT,68,0.0105740000108722
ZAF,62T63,PRT,69T75,0.0635159999224639
ZAF,62T63,PRT,77T82,0.017813999955815
ZAF,62T63,PRT,84,0.0137789999943628
ZAF,62T63,PRT,85,0.0100169999724458
ZAF,62T63,PRT,86T88,0.0320299999688836
ZAF,62T63,PRT,90T93,0.0094789999445672
ZAF,62T63,PRT,94T98,0.0059699999860557
ZAF,62T63,ROU,01T02,0.0177999999660368
ZAF,62T63,ROU,03,0.000324999985569
ZAF,62T63,ROU,05T06,0.0105789997484118
ZAF,62T63,ROU,07T08,0.0063429991421895
ZAF,62T63,ROU,10T12,0.0431079999717564
ZAF,62T63,ROU,13T15,0.028337999981294
ZAF,62T63,ROU,16,0.0033869999933173
ZAF,62T63,ROU,17T18,0.0517650002526893
ZAF,62T63,ROU,19,0.0363129998668439
ZAF,62T63,ROU,20,0.0130589999310538
ZAF,62T63,ROU,21,0.0009169999808915
ZAF,62T63,ROU,22,0.0040179999989273
ZAF,62T63,ROU,23,0.0183929999840901
ZAF,62T63,ROU,24,0.0246809998948734
ZAF,62T63,ROU,25,0.05556999998051
ZAF,62T63,ROU,26,0.0197469997945355
ZAF,62T63,ROU,27,0.0088669999864458
ZAF,62T63,ROU,28,0.0245519999648428
ZAF,62T63,ROU,29T30,0.1203369999895148
ZAF,62T63,ROU,31T33,0.0183550000073681
ZAF,62T63,ROU,35,0.0835749998496494
ZAF,62T63,ROU,36T39,0.0326389999503196
ZAF,62T63,ROU,41T43,0.1403869999658116
ZAF,62T63,ROU,45T47,0.5069999995042578
ZAF,62T63,ROU,49,0.1171789998886357
ZAF,62T63,ROU,50,0.0051840001019463
ZAF,62T63,ROU,51,0.0466779993671353
ZAF,62T63,ROU,52,0.0146550000024117
ZAF,62T63,ROU,53,0.0030479999416068
ZAF,62T63,ROU,55T56,0.0149529999954767
ZAF,62T63,ROU,58T60,0.0042670000116918
