country,sector,value
THA,55T56,1.137
THA,58T60,0.187
THA,61,0.211
THA,62T63,0.26
THA,64T66,0.633
THA,68,0.171
THA,69T75,0.469
THA,77T82,1.099
THA,84,2.16
THA,85,0.979
THA,86T88,0.275
THA,90T93,0.057
THA,94T98,0.519
TUN,01T02,6.2437469000000005
TUN,03,0.062
TUN,05T06,3.7488359258961887
TUN,07T08,0.1764559503678049
TUN,10T12,0.261
TUN,13T15,0.232
TUN,16,0.0170763822936585
TUN,17T18,0.128
TUN,19,0.218198218196748
TUN,20,0.4833802
TUN,21,0.077
TUN,22,0.498
TUN,23,6.825595654999999
TUN,24,0.026000000000000002
TUN,25,0.047
TUN,26,0.029
TUN,27,0.011
TUN,28,0.036
TUN,29T30,0.011
TUN,31T33,0.607
TUN,35,8.772
TUN,36T39,0.018
TUN,41T43,0.409
TUN,45T47,0.216
TUN,49,1.312
TUN,50,0.144
TUN,51,0.937
TUN,52,0.097
TUN,53,0.036
TUN,55T56,0.087
TUN,58T60,0.016
TUN,61,0.054
TUN,62T63,0.021
TUN,64T66,0.058
TUN,68,0.106
TUN,69T75,0.07
TUN,77T82,0.058
TUN,84,0.29
TUN,85,0.004
TUN,86T88,0.005
TUN,90T93,0.008
TUN,94T98,0.005
TUR,01T02,62.3399786
TUR,03,0.567
TUR,05T06,11.146929701349027
TUR,07T08,4.336634043982893
TUR,10T12,7.596
TUR,13T15,5.056
TUR,16,1.9449146621499036
TUR,17T18,1.542
TUR,19,6.655038719490176
TUR,20,22.2207155375
TUR,21,1.145
TUR,22,3.018
TUR,23,74.463372
TUR,24,29.7040441
TUR,25,0.47
TUR,26,0.046
TUR,27,0.439
TUR,28,0.304
TUR,29T30,0.583
TUR,31T33,3.198
TUR,35,131.939
TUR,36T39,0.861
TUR,41T43,7.51
TUR,45T47,10.359
TUR,49,31.354
TUR,50,6.677
TUR,51,23.219
TUR,52,1.304
TUR,53,0.537
TUR,55T56,1.458
TUR,58T60,0.252
TUR,61,0.586
TUR,62T63,0.31
TUR,64T66,1.197
TUR,68,4.265
TUR,69T75,1.29
TUR,77T82,1.96
TUR,84,4.283
TUR,85,1.408
TUR,86T88,1.226
TUR,90T93,0.408
TUR,94T98,0.849
TWN,01T02,4.8287699
TWN,03,2.113
TWN,05T06,1.991686630527013
TWN,07T08,1.0235124795302823
TWN,10T12,1.253
TWN,13T15,2.202
TWN,16,0.0631300348266709
TWN,17T18,2.334
TWN,19,14.182766760315289
TWN,20,25.904114647500002
TWN,21,0.45
TWN,22,0.618
TWN,23,10.839659410000001
TWN,24,59.2697965
TWN,25,0.766
TWN,26,1.406
TWN,27,0.188
TWN,28,0.464
TWN,29T30,0.258
TWN,31T33,0.195
TWN,35,127.598
TWN,36T39,0.169
TWN,41T43,1.194
TWN,45T47,3.335
TWN,49,5.57
TWN,50,9.649
TWN,51,13.07
TWN,52,0.516
TWN,53,0.124
TWN,55T56,0.281
TWN,58T60,0.145
TWN,61,0.117
TWN,62T63,0.077
TWN,64T66,0.42
TWN,68,0.51
TWN,69T75,0.326
TWN,77T82,0.364
TWN,84,0.646
TWN,85,0.232
TWN,86T88,0.379
TWN,90T93,0.071
TWN,94T98,0.204
USA,01T02,548.618784
USA,03,0.286
USA,05T06,438.9286572004796
USA,07T08,14.521519032795464
USA,10T12,59.139
USA,13T15,3.063
USA,16,7.398255626841144
USA,17T18,30.598
USA,19,133.5521430649038
USA,20,181.6938616788
USA,21,52.103
USA,22,21.932
USA,23,120.48306
USA,24,82.14056005
USA,25,8.287
USA,26,6.624
USA,27,3.469
USA,28,8.979
USA,29T30,10.591
USA,31T33,22.358
USA,35,1832.526
USA,36T39,4.226
USA,41T43,107.279
USA,45T47,60.635
USA,49,195.912
USA,50,53.915
USA,51,239.97
USA,52,16.001
USA,53,39.553
USA,55T56,16.283
USA,58T60,8.266
USA,61,7.318
USA,62T63,11.996
USA,64T66,55.824
USA,68,50.76
USA,69T75,31.378
USA,77T82,33.603
USA,84,208.847
USA,85,93.715
USA,86T88,30.448
USA,90T93,6.749
USA,94T98,8.366
VNM,01T02,89.1953735
VNM,03,2.73
VNM,05T06,15.969456466400572
VNM,07T08,7.554518737317842
VNM,10T12,2.615
VNM,13T15,5.132
VNM,16,0.801861886452508
VNM,17T18,2.101
VNM,19,6.569595134022478
VNM,20,4.35929
VNM,21,0.497
VNM,22,0.984
VNM,23,60.82353733000001
VNM,24,14.429144
VNM,25,0.409
VNM,26,0.194
VNM,27,0.18
VNM,28,0.05
VNM,29T30,0.374
VNM,31T33,1.691
VNM,35,118.191
VNM,36T39,0.231
VNM,41T43,5.732
VNM,45T47,3.314
VNM,49,7.763
VNM,50,12.865
VNM,51,6.237
VNM,52,0.603
VNM,53,0.259
VNM,55T56,1.29
VNM,58T60,0.064
VNM,61,0.327
VNM,62T63,0.024
VNM,64T66,0.464
VNM,68,0.253
VNM,69T75,0.242
VNM,77T82,0.201
VNM,84,0.56
VNM,85,0.431
VNM,86T88,0.095
VNM,90T93,0.089
VNM,94T98,0.082
ZAF,01T02,46.16786710000001
ZAF,03,0.234
ZAF,05T06,3.3470985808633715
ZAF,07T08,34.06144223274405
ZAF,10T12,0.296
ZAF,13T15,0.009
ZAF,16,0.0633112309158811
ZAF,17T18,0.221
ZAF,19,27.67276347668696
ZAF,20,5.65460695
ZAF,21,0.437
ZAF,22,6.258
ZAF,23,11.11208976
ZAF,24,96.8437988
ZAF,25,0.056
ZAF,26,0.013
ZAF,27,0.185
ZAF,28,0.051
ZAF,29T30,0.045
ZAF,31T33,6.722
ZAF,35,212.148
ZAF,36T39,0.294
ZAF,41T43,5.106
ZAF,45T47,6.495
ZAF,49,6.77
ZAF,50,3.039
ZAF,51,6.525
ZAF,52,1.728
ZAF,53,0.122
ZAF,55T56,0.251
ZAF,58T60,0.147
ZAF,61,0.781
ZAF,62T63,0.8
ZAF,64T66,1.752
ZAF,68,2.688
ZAF,69T75,2.248
ZAF,77T82,2.099
ZAF,84,3.649
ZAF,85,0.33
ZAF,86T88,0.712
ZAF,90T93,0.162
ZAF,94T98,0.475
