col_country,col_sector,value
GRC,17T18,854.7805372019766
GRC,19,1921.558564842926
GRC,20,1363.366247913071
GRC,21,1015.0606472873301
GRC,22,796.4598908414841
GRC,23,1038.818066105702
GRC,24,1365.783523091598
GRC,25,1305.8889458239767
GRC,26,316.8420637697013
GRC,27,405.02268726408226
GRC,28,463.1505264971221
GRC,29T30,445.73882705404
GRC,31T33,891.3809309699909
GRC,35,6162.021395437436
GRC,36T39,2410.544492546929
GRC,41T43,2998.9821957313034
GRC,45T47,24795.472619316162
GRC,49,3698.394194258989
GRC,50,6661.415798493128
GRC,51,1075.3706224888886
GRC,52,3829.220949823278
GRC,53,648.9188552820451
GRC,55T56,13968.059575832882
GRC,58T60,930.1181230255809
GRC,61,3763.3259138110875
GRC,62T63,1630.9841812487944
GRC,64T66,10328.627278363005
GRC,68,31495.572237458346
GRC,69T75,6553.788511039151
GRC,77T82,3652.263896553173
GRC,84,19772.35975670413
GRC,85,10574.881559374728
GRC,86T88,8385.513824000007
GRC,90T93,3213.1046203766036
GRC,94T98,3588.4522724441576
HRV,01T02,1789.924279922966
HRV,03,167.95438410949566
HRV,05T06,155.5514791197162
HRV,07T08,115.76093249224448
HRV,10T12,2046.8573976390203
HRV,13T15,446.75098495220334
HRV,16,366.2275101454758
HRV,17T18,409.1271557822258
HRV,19,789.6480360058956
HRV,20,207.27044857717556
HRV,21,461.89472607104165
HRV,22,341.2177582582136
HRV,23,499.4847639040139
HRV,24,86.30411619846356
HRV,25,928.2276826294869
HRV,26,313.4028310211131
HRV,27,375.9883380555859
HRV,28,377.95327565882053
HRV,29T30,256.7743680579657
HRV,31T33,642.1613739500018
HRV,35,2469.379450544873
HRV,36T39,716.634514536672
HRV,41T43,3328.0813873814996
HRV,45T47,6527.6256869260615
HRV,49,1680.1609874079588
HRV,50,307.14771692427746
HRV,51,198.99540841668647
HRV,52,767.9392038684605
HRV,53,270.25736191417036
HRV,55T56,3376.1965341658224
HRV,58T60,474.3499417581644
HRV,61,999.5552250263587
HRV,62T63,1083.7586617145012
HRV,64T66,3174.1267512896347
HRV,68,4850.406613130339
HRV,69T75,3136.150075090378
HRV,77T82,1405.5527353205562
HRV,84,2949.586385927238
HRV,85,2529.930346598806
HRV,86T88,2648.6508205343243
HRV,90T93,1094.5314097316245
HRV,94T98,905.8091760312273
HUN,01T02,5957.322325126322
HUN,03,23.91133743508165
HUN,05T06,239.05173436799447
HUN,07T08,157.729731250992
HUN,10T12,3107.3351702334458
HUN,13T15,703.2107290298568
HUN,16,416.2924782816257
HUN,17T18,1015.4946076912561
HUN,19,1304.0735374034348
HUN,20,2233.37191788339
HUN,21,1861.4821591222335
HUN,22,2271.305097475645
HUN,23,1118.3284974807768
HUN,24,1073.6886129895206
HUN,25,2266.2007112783003
HUN,26,3242.273544500742
HUN,27,1534.7188376983954
HUN,28,2264.1864101169112
HUN,29T30,7571.697893529694
HUN,31T33,1923.1012406900309
HUN,35,2162.897630543272
HUN,36T39,1281.812108224339
HUN,41T43,7715.53318932595
HUN,45T47,15536.030530482662
HUN,49,5052.330070310779
HUN,50,31.55226311589736
HUN,51,1284.2047952504913
HUN,52,2739.6679370190254
HUN,53,645.3276578903657
HUN,55T56,2695.6837964036667
HUN,58T60,1479.8578195557757
HUN,61,1883.9519965254988
HUN,62T63,3608.3924890151748
HUN,64T66,4974.783879977956
HUN,68,10925.220803104077
HUN,69T75,8597.382154551253
HUN,77T82,5616.6714698830565
HUN,84,11113.15892833094
HUN,85,6090.5316106656455
HUN,86T88,6397.419542196821
HUN,90T93,2127.219799494103
HUN,94T98,2043.41175507646
IDN,01T02,106776.8105345951
IDN,03,27193.411466439058
IDN,05T06,57617.92361278397
IDN,07T08,28481.490742145965
IDN,10T12,56693.858621743304
IDN,13T15,21870.190169663852
IDN,16,5118.50566105609
IDN,17T18,9408.319638133053
IDN,19,21415.583726658326
IDN,20,13772.450817749974
IDN,21,1602.1784496602604
IDN,22,5991.841844441271
IDN,23,6035.007698379273
IDN,24,8094.887039545247
IDN,25,17036.781928059776
IDN,26,6820.347560609258
IDN,27,5767.848877786613
IDN,28,3136.0149954808476
IDN,29T30,24608.914451621717
IDN,31T33,5125.7270721852465
IDN,35,13208.419396446516
IDN,36T39,718.6417639146514
IDN,41T43,113003.20439684426
IDN,45T47,137679.78632468078
IDN,49,27272.18166530878
IDN,50,4865.467388956
IDN,51,18279.934733272952
IDN,52,6173.416319775699
IDN,53,1493.1587933645799
IDN,55T56,29582.291260322803
IDN,58T60,7163.587194280088
IDN,61,27300.535148264997
IDN,62T63,5136.632578113572
IDN,64T66,43361.085879948594
IDN,68,28618.52219512321
IDN,69T75,3306.820194898083
IDN,77T82,15643.611080241817
IDN,84,38552.046933142134
IDN,85,34023.01463929146
IDN,86T88,11281.228062673059
IDN,90T93,4876.602601042682
IDN,94T98,14115.87326950187
IND,01T02,409584.7854647594
IND,03,28546.678161621192
IND,05T06,47175.08581820235
IND,07T08,12788.506414991472
IND,10T12,47058.325699799665
IND,13T15,58657.475047029264
IND,16,7390.267031220912
IND,17T18,11667.549088308315
IND,19,38035.89735212206
IND,20,39328.43226143571
IND,21,30031.893898134873
IND,22,18073.13799464702
IND,23,29952.03831695905
IND,24,44800.9492240838
IND,25,20702.439961074364
IND,26,10978.907515554838
IND,27,17786.3949098819
IND,28,32249.00410315102
IND,29T30,55727.5828537958
IND,31T33,18886.879060413907
IND,35,62666.73103731831
IND,36T39,13964.480782526121
IND,41T43,230661.61717546615
IND,45T47,279711.7372344452
IND,49,113312.97198093495
IND,50,1495.5992864834034
IND,51,4791.025899556898
IND,52,22700.386420707313
IND,53,5860.527296468777
IND,55T56,24695.689400122246
IND,58T60,11136.280159184273
IND,61,25816.158438052436
IND,62T63,108952.06580634389
IND,64T66,138136.36047000234
IND,68,181811.8795677241
IND,69T75,10607.044636267781
IND,77T82,100269.92219187356
IND,84,156239.07540273838
IND,85,103888.22389714544
IND,86T88,44819.55088209106
IND,90T93,7380.816445056324
IND,94T98,52976.97742187526
IRL,01T02,3304.23175440643
IRL,03,205.87393806227954
IRL,05T06,54.55950993402169
IRL,07T08,728.4337909856047
IRL,10T12,10470.234480725696
IRL,13T15,186.66102029298048
IRL,16,323.6204935122505
IRL,17T18,642.0309466217545
IRL,19,12571.756317654708
IRL,20,15149.556625871992
IRL,21,44473.57484179102
IRL,22,1238.3791256580953
IRL,23,1646.3688787413778
IRL,24,380.77793966780155
IRL,25,1301.5956600180439
IRL,26,14398.863050775986
IRL,27,604.6049869725819
IRL,28,4813.755035776794
IRL,29T30,552.704323209362
IRL,31T33,21127.905983192046
IRL,35,3683.2298840812373
IRL,36T39,1528.7634908826224
IRL,41T43,10429.910321094289
IRL,45T47,28811.416519953207
IRL,49,3097.5175642238773
IRL,50,105.13779724228323
IRL,51,2159.9933478231414
IRL,52,1638.5694410235826
IRL,53,977.0552107415548
IRL,55T56,6527.666631911415
IRL,58T60,21622.308501044412
IRL,61,3690.349745018325
IRL,62T63,21288.978355760308
IRL,64T66,22656.03133144418
IRL,68,23366.679916098306
IRL,69T75,16747.87607662644
IRL,77T82,23273.800085205185
IRL,84,11973.507637818659
IRL,85,9675.881230922892
IRL,86T88,17232.603140755564
IRL,90T93,2941.868423980509
IRL,94T98,2062.716024874847
ISL,01T02,230.35540448997472
ISL,03,836.5116112509127
ISL,05T06,2.9334763077946073
ISL,07T08,29.865485904076156
ISL,10T12,1117.5071665234336
ISL,13T15,30.47725875995976
ISL,16,17.221716167351172
ISL,17T18,57.037813445562406
ISL,19,4.452467950610766
ISL,20,46.93180126510707
ISL,21,0.0
ISL,22,34.38537736752228
ISL,23,129.28090181129582
ISL,24,378.8981045118521
ISL,25,184.29415808158925
ISL,26,11.737952680580952
ISL,27,23.03833578247152
ISL,28,196.67395009359402
ISL,29T30,10.662286190569667
ISL,31T33,311.46857798603634
ISL,35,844.447007883994
ISL,36T39,205.17853573097295
ISL,41T43,1931.0695496873614
ISL,45T47,2199.1630921652077
ISL,49,325.6003175503198
ISL,50,213.4052684046087
ISL,51,787.349058134517
ISL,52,472.75763570057643
ISL,53,71.39564758772858
ISL,55T56,970.4937344380708
ISL,58T60,121.68986282027728
ISL,61,314.54307144783644
ISL,62T63,675.7884884500254
ISL,64T66,1412.4403572285867
ISL,68,2751.6715938230554
ISL,69T75,1050.9498028953735
ISL,77T82,1099.2458549666883
ISL,84,1303.2532670950663
ISL,85,1447.020602554236
ISL,86T88,1992.3624748030586
ISL,90T93,349.04679759146836
ISL,94T98,379.7813981217037
ISR,01T02,4494.990072377708
ISR,03,277.0403676173998
ISR,05T06,414.8850849786045
ISR,07T08,2781.890622980233
ISR,10T12,5387.06797341878
ISR,13T15,884.612549316497
ISR,16,216.27141257201464
ISR,17T18,1357.3087811354696
ISR,19,3894.998073994695
ISR,20,4527.184200229717
ISR,21,3655.673146909281
ISR,22,2402.5304500122575
ISR,23,1370.6563245945144
ISR,24,634.7016340280331
ISR,25,3558.283586318813
ISR,26,10077.148846792868
ISR,27,603.8873915187596
ISR,28,2031.499037433172
ISR,29T30,2109.7284084623643
ISR,31T33,2269.5354093269943
ISR,35,5773.719878385053
ISR,36T39,700.4311398447405
ISR,41T43,22356.267708035943
ISR,45T47,32976.96779728553
ISR,49,6496.730696301806
ISR,50,1231.1858407587542
ISR,51,3679.1388413168133
ISR,52,942.5960682354782
ISR,53,687.4148518638739
ISR,55T56,7434.324317633673
ISR,58T60,2049.7693406578082
ISR,61,6074.526333723527
ISR,62T63,23174.17098315289
ISR,64T66,16502.98177364983
ISR,68,51651.94345021335
ISR,69T75,25345.358793245538
ISR,77T82,12739.015703935784
ISR,84,20956.59886275687
ISR,85,22687.646899283118
ISR,86T88,20916.40140320932
ISR,90T93,6023.446900800599
ISR,94T98,4771.160134079442
ITA,01T02,42080.40915717522
ITA,03,1209.6354711536105
ITA,05T06,3814.8146957549234
ITA,07T08,1482.0592207423106
ITA,10T12,37382.600891349546
ITA,13T15,34314.30520788631
ITA,16,5887.23154291595
ITA,17T18,12852.88765255451
ITA,19,7014.90145514044
ITA,20,19662.2988411583
ITA,21,12155.31918598005
ITA,22,16277.459698694911
ITA,23,12396.0446834094
ITA,24,12651.622889844024
ITA,25,41152.23735907764
ITA,26,10654.500598838367
ITA,27,14633.81678819986
ITA,28,49345.69796828907
ITA,29T30,31746.08376185228
ITA,31T33,29926.44674162382
ITA,35,32904.05361837201
ITA,36T39,20666.43352145703
ITA,41T43,88599.31478331648
ITA,45T47,230872.2460135854
ITA,49,57147.47758187844
ITA,50,6419.690703519096
ITA,51,4346.534185044914
ITA,52,37889.22706721221
ITA,53,3639.0470488361916
ITA,55T56,76253.23921939761
ITA,58T60,11551.070079300047
ITA,61,22075.545479703324
ITA,62T63,39010.20078291834
ITA,64T66,94086.58106939205
ITA,68,255498.52567474727
ITA,69T75,123640.68141654368
ITA,77T82,64436.08829525884
ITA,84,125322.75763593873
ITA,85,77651.61746798322
ITA,86T88,115381.12440147392
ITA,90T93,24411.74569504147
ITA,94T98,56196.127585696624
JPN,01T02,45061.73273991518
JPN,03,6987.7401588962
JPN,05T06,1515.6907373681427
JPN,07T08,1988.3266783414983
JPN,10T12,122353.52316202974
JPN,13T15,14371.344066846159
JPN,16,8777.761046521015
JPN,17T18,44108.30130717965
JPN,19,25633.490851855808
JPN,20,65194.156070514815
JPN,21,38783.322939455946
JPN,22,51285.2630179992
JPN,23,29865.145158173727
JPN,24,108933.50429105302
JPN,25,50796.711815476716
JPN,26,81850.77872983686
JPN,27,67676.97481043263
JPN,28,154483.3364422732
JPN,29T30,151738.31887701782
JPN,31T33,71908.39773848852
JPN,35,69064.5017825398
JPN,36T39,73771.77738415002
JPN,41T43,265148.38631544274
JPN,45T47,633391.2979251116
JPN,49,160275.8680242774
JPN,50,11702.80419648123
JPN,51,7211.219534085529
JPN,52,66667.55928653025
JPN,53,10210.658537311007
JPN,55T56,129410.87976671106
JPN,58T60,44154.743854875436
JPN,61,85387.42313019176
JPN,62T63,107746.25401952562
JPN,64T66,196624.9409202641
JPN,68,558756.8459497961
JPN,69T75,221028.9158325086
JPN,77T82,169080.77533498593
JPN,84,236850.9797196052
JPN,85,164258.38814234943
JPN,86T88,369909.98194830236
JPN,90T93,44805.47690991498
JPN,94T98,61981.45446280118
KAZ,01T02,7711.816752575171
KAZ,03,323.76560198019314
KAZ,05T06,23814.81709461146
KAZ,07T08,4989.1529808486985
KAZ,10T12,4634.950684077404
KAZ,13T15,225.03281710705824
KAZ,16,43.8592901648431
KAZ,17T18,215.2858086380293
KAZ,19,1898.4579818098932
KAZ,20,697.3087081211474
KAZ,21,484.88476035221584
KAZ,22,322.333957780789
KAZ,23,1036.0882515411424
KAZ,24,7339.10996948156
KAZ,25,423.33985528167534
KAZ,26,43.70661869398795
KAZ,27,244.96580745699947
KAZ,28,237.19864500177158
KAZ,29T30,465.38022562038316
KAZ,31T33,958.7947320192807
KAZ,35,2976.760210811391
KAZ,36T39,458.4989391414126
KAZ,41T43,9798.281967988327
KAZ,45T47,30304.313003182477
KAZ,49,11693.039111907648
KAZ,50,72.19145821350355
KAZ,51,728.3223740560406
KAZ,52,2391.6645609376405
KAZ,53,167.09895822617926
KAZ,55T56,2099.619284785489
KAZ,58T60,571.5380251097532
KAZ,61,2277.4746463113756
KAZ,62T63,630.3958412902814
KAZ,64T66,6012.910722944385
KAZ,68,14011.308948729169
KAZ,69T75,8078.346833537623
KAZ,77T82,4034.1043206457766
KAZ,84,2951.962157576195
KAZ,85,5041.141806108046
KAZ,86T88,3706.9434979631205
KAZ,90T93,1403.376848658589
KAZ,94T98,5309.921041706534
KHM,01T02,4260.383923950021
KHM,03,1692.2990774154478
KHM,05T06,68.01250626824597
KHM,07T08,289.8392602864661
KHM,10T12,631.9354151733814
KHM,13T15,4103.163716627644
KHM,16,547.420399371482
KHM,17T18,115.27985446780863
KHM,19,92.81683650914132
KHM,20,61.95917542074383
KHM,21,35.69192573626494
KHM,22,103.10083523121983
KHM,23,48.92899905348219
KHM,24,164.2848420360483
KHM,25,119.15471470592396
KHM,26,202.16838891666072
KHM,27,81.53772863500271
KHM,28,105.2983549394452
KHM,29T30,277.04739911475025
KHM,31T33,119.74098821543754
KHM,35,81.06791936210925
KHM,36T39,100.72260530576051
KHM,41T43,1887.0165057535821
KHM,45T47,2093.8195338597184
KHM,49,622.6049662106143
KHM,50,93.35292752111502
KHM,51,93.26425401652176
KHM,52,350.8058127265247
KHM,53,145.9167327417519
KHM,55T56,1038.1198494855148
KHM,58T60,135.3173127070644
KHM,61,424.2880749005946
KHM,62T63,83.799609605829
KHM,64T66,374.91436594093636
KHM,68,869.8231582846644
KHM,69T75,264.1738777091067
KHM,77T82,195.77585092011125
KHM,84,332.1783801364332
KHM,85,338.49101445841615
KHM,86T88,573.7349464887582
KHM,90T93,222.07727415587777
KHM,94T98,324.727546997956
KOR,01T02,27682.20438030448
KOR,03,3240.0034870088457
KOR,05T06,287.0665925816172
KOR,07T08,1671.3576317366758
KOR,10T12,23345.225198880595
KOR,13T15,15509.362350583608
KOR,16,2131.168079031836
KOR,17T18,12020.300245238941
KOR,19,21598.415762416844
KOR,20,42409.45798415231
KOR,21,8171.172779953231
KOR,22,24450.84818292783
KOR,23,12436.99652993463
KOR,24,28173.41791724904
KOR,25,33718.17177932259
KOR,26,138489.72193347404
KOR,27,27626.613121314418
KOR,28,41781.81824076142
KOR,29T30,49960.52550153388
KOR,31T33,11254.419883557977
KOR,35,25120.917025052935
KOR,36T39,10702.89179348258
KOR,41T43,96509.35921064232
KOR,45T47,129525.49257633547
KOR,49,27424.209379436612
KOR,50,3202.639560792446
KOR,51,6593.447688446227
KOR,52,17472.502394577125
KOR,53,3487.4134726859447
KOR,55T56,45423.785320475916
KOR,58T60,26861.08106775386
KOR,61,17826.897447338208
KOR,62T63,29629.825834278687
KOR,64T66,102381.2914255581
KOR,68,127819.85464360044
KOR,69T75,100583.22053617366
KOR,77T82,56844.83179821751
KOR,84,105489.49989479288
KOR,85,84120.9796854878
KOR,86T88,77186.48680684235
KOR,90T93,17345.163359494225
KOR,94T98,22353.600583792035
LAO,01T02,3142.780695745095
LAO,03,511.0192716672234
LAO,05T06,160.6292182255566
LAO,07T08,1166.5533128905786
LAO,10T12,333.92484097419947
LAO,13T15,247.67626145379586
LAO,16,178.0967812006631
LAO,17T18,4.170503858375493
LAO,19,86.95101400847122
LAO,20,39.72459472789199
LAO,21,21.963163963721602
LAO,22,15.485175875949075
LAO,23,166.747739889709
LAO,24,491.0274679469969
LAO,25,59.01964924811972
LAO,26,6.7908494466786955
LAO,27,4.4353072815508305
LAO,28,0.28039360570866545
LAO,29T30,3.0356962060688755
LAO,31T33,115.77980568645717
LAO,35,1105.893126092692
LAO,36T39,48.25152630156509
LAO,41T43,1447.2219470531077
LAO,45T47,2433.03400479525
LAO,49,329.348482677988
LAO,50,44.80438560158065
LAO,51,50.82518351512053
LAO,52,19.420483870792175
LAO,53,52.68411649560016
LAO,55T56,457.52981978474963
LAO,58T60,42.53467221598193
LAO,61,258.51786435986565
LAO,62T63,42.64771736804042
LAO,64T66,660.8155986605311
LAO,68,895.8751751821076
LAO,69T75,147.84547953618426
LAO,77T82,78.53829228558277
LAO,84,1761.771967542195
LAO,85,254.3816219222918
LAO,86T88,82.80517732429
LAO,90T93,77.0829193239835
LAO,94T98,273.8524221744299
LTU,01T02,1631.1226774231413
LTU,03,42.61345356965726
LTU,05T06,101.45423530441134
LTU,07T08,48.564433989369405
LTU,10T12,1914.9531446045203
LTU,13T15,692.4479568824398
LTU,16,654.9508461246498
LTU,17T18,444.6485715251539
LTU,19,448.668201227335
LTU,20,719.5706580039082
LTU,21,103.26986530578961
LTU,22,576.5548681937213
LTU,23,331.0312973023542
LTU,24,28.658566762669942
LTU,25,546.5708859011684
LTU,26,263.1338472224978
LTU,27,181.79201934534592
LTU,28,287.59238967095223
LTU,29T30,329.43616787711477
LTU,31T33,1662.413260520599
LTU,35,900.3083893779333
LTU,36T39,508.0698608202437
LTU,41T43,3473.442978839401
LTU,45T47,8759.731813798837
LTU,49,4431.5314096395105
LTU,50,117.86199493173362
LTU,51,117.1523868227975
LTU,52,1637.1098323459519
LTU,53,117.93627951799998
LTU,55T56,880.671997769899
LTU,58T60,268.8044831837469
LTU,61,573.203713789504
LTU,62T63,1044.0077505078712
LTU,64T66,1111.2739747812384
LTU,68,3208.8800189858566
LTU,69T75,1960.007373691068
LTU,77T82,1619.6649048290658
LTU,84,2842.6091305319837
LTU,85,2165.553269854712
LTU,86T88,2074.0457704132486
LTU,90T93,582.053006113038
LTU,94T98,515.708063992631
LVA,01T02,1343.8294418061366
LVA,03,42.34691741639891
LVA,05T06,1.7116234535421944
LVA,07T08,154.0141960201574
LVA,10T12,766.1190961074594
LVA,13T15,206.31201912343596
LVA,16,947.8800111847422
LVA,17T18,159.03637683869943
LVA,19,1.1936445776673195
LVA,20,137.85728647609295
LVA,21,110.15111480574886
LVA,22,101.42852669302923
LVA,23,280.8537118850395
LVA,24,7.776361268684752
LVA,25,327.6778306234744
LVA,26,145.87956454992212
LVA,27,134.05324691977722
LVA,28,129.24578590506778
LVA,29T30,142.87052785831833
LVA,31T33,338.1708885907842
LVA,35,899.5343603184817
LVA,36T39,289.542373880132
LVA,41T43,2276.2360984205134
LVA,45T47,4382.918490945101
LVA,49,1511.07676154102
LVA,50,63.357566236381544
LVA,51,262.56020226701196
LVA,52,1283.416310568036
LVA,53,105.35542688437911
LVA,55T56,616.9247422136752
LVA,58T60,182.0971170474529
LVA,61,564.9154578361812
LVA,62T63,1052.2561105621426
LVA,64T66,1156.083110422603
LVA,68,3776.599663964776
LVA,69T75,1425.7392717227408
LVA,77T82,999.4045811396173
LVA,84,2339.214493138459
LVA,85,1458.2350585920258
LVA,86T88,1167.744215226943
LVA,90T93,612.3175663148534
LVA,94T98,335.9448839928564
MAR,01T02,13774.019860594759
MAR,03,1111.1031648893131
MAR,05T06,528.4422342966236
MAR,07T08,2505.204514722282
MAR,10T12,7305.684116522369
MAR,13T15,2314.4159640164803
MAR,16,197.9121297135374
MAR,17T18,433.72086838727796
MAR,19,0.4284867225658111
MAR,20,2721.586794305539
MAR,21,1035.9420381741252
MAR,22,114.44791042862164
MAR,23,1429.6917335849666
MAR,24,751.6001055172007
MAR,25,785.80183855104
MAR,26,181.5131691561469
MAR,27,1384.4839501030988
MAR,28,94.5785486091402
MAR,29T30,1488.7002917111586
MAR,31T33,686.6794794008706
MAR,35,2794.545151676867
MAR,36T39,490.5541081713204
MAR,41T43,6398.267611496542
MAR,45T47,9474.908096830986
MAR,49,2147.9556017167342
MAR,50,307.64724267434525
MAR,51,238.91846531859937
MAR,52,1220.0243978829126
MAR,53,502.9209748791686
MAR,55T56,2530.485696761859
MAR,58T60,313.1389416031053
MAR,61,1924.8061435905126
MAR,62T63,1186.952670693565
MAR,64T66,5090.818431055056
MAR,68,5312.394963387486
MAR,69T75,3263.3701888218234
MAR,77T82,1701.7744920916896
MAR,84,10093.83582322203
MAR,85,8299.81181613077
MAR,86T88,3729.7065097685736
MAR,90T93,337.04507780728784
MAR,94T98,968.9046489717855
MEX,01T02,40184.5693751639
MEX,03,1295.2525375063906
MEX,05T06,37338.01560150783
MEX,07T08,12523.625006951203
MEX,10T12,54662.19329124021
MEX,13T15,8583.340363095289
MEX,16,1701.2682728532095
MEX,17T18,5196.310727940618
MEX,19,7885.6457209463915
MEX,20,11092.090041182826
MEX,21,4007.58542362741
MEX,22,6372.396141900788
MEX,23,5497.892834086948
MEX,24,13521.880864318253
MEX,25,7375.692506936128
MEX,26,19049.207886512144
MEX,27,7081.083088446085
MEX,28,9426.743600605814
MEX,29T30,56687.36905429512
MEX,31T33,7372.282643985154
MEX,35,20281.109467690636
MEX,36T39,4426.570468521957
MEX,41T43,91772.9627104286
MEX,45T47,233955.02717109077
MEX,49,63335.08039460537
MEX,50,983.4696681061674
MEX,51,2620.1886484957868
MEX,52,9641.95036220377
MEX,53,1581.1872128426558
MEX,55T56,28081.26520181441
MEX,58T60,4605.919031431548
MEX,61,14906.956344129187
MEX,62T63,1346.8521984198085
MEX,64T66,50478.26878171208
MEX,68,114723.57510989385
MEX,69T75,28696.116995044824
MEX,77T82,44714.13031676271
MEX,84,46174.51663282727
MEX,85,44941.51768553247
MEX,86T88,27211.126343636373
MEX,90T93,5129.082073419118
MEX,94T98,16063.455827113812
MLT,01T02,93.22513615667052
MLT,03,41.1818403087878
MLT,05T06,15.505036931120642
MLT,07T08,17.62438969963556
MLT,10T12,206.77617171045648
MLT,13T15,16.772772813606633
MLT,16,11.073425403239984
MLT,17T18,94.68288039033061
MLT,19,0.09668027568464577
MLT,20,14.352734999337748
MLT,21,39.65448963064293
MLT,22,86.20051446788763
MLT,23,55.67746123464977
MLT,24,0.7155743727164419
MLT,25,57.41350450905256
MLT,26,200.16615711740872
MLT,27,22.772366448692352
MLT,28,10.909321286513428
MLT,29T30,79.15988133001765
MLT,31T33,290.12147438565705
MLT,35,122.26910326770303
MLT,36T39,102.57580368718729
MLT,41T43,568.0753557253516
MLT,45T47,1304.2370559502053
MLT,49,120.41513923875573
MLT,50,50.80135415314689
MLT,51,113.03854068932446
MLT,52,603.7283779350571
MLT,53,47.68918827761192
MLT,55T56,679.949876744845
MLT,58T60,100.69025912151642
MLT,61,314.4978146988981
MLT,62T63,532.8951323630757
MLT,64T66,1055.7594893958194
MLT,68,688.5963165421333
MLT,69T75,1086.1302059570248
MLT,77T82,928.7582937524617
MLT,84,727.9951178342305
MLT,85,696.2994876832636
MLT,86T88,760.6338951000379
MLT,90T93,1929.9330181756568
MLT,94T98,148.0646159958153
MMR,01T02,24047.265788060668
MMR,03,4817.411582805661
MMR,05T06,2186.8000678687863
MMR,07T08,816.7667179362788
MMR,10T12,3473.9724774708848
MMR,13T15,2715.2395262731343
MMR,16,390.5129155557554
MMR,17T18,389.5970740477452
MMR,19,754.8715597084574
MMR,20,487.8990311545367
MMR,21,276.5992518966069
MMR,22,315.30878203974703
MMR,23,528.7103262805612
MMR,24,499.5690879485169
MMR,25,429.69481070494646
MMR,26,398.4686466481562
MMR,27,255.21306960514892
MMR,28,365.67301601858867
MMR,29T30,649.1973659096363
MMR,31T33,725.771867075073
MMR,35,360.80320586498465
MMR,36T39,80.29321394871195
MMR,41T43,2642.557041068305
MMR,45T47,5834.751824403118
MMR,49,1582.6294771347696
MMR,50,583.5536588988367
MMR,51,483.78809551139466
MMR,52,516.7643921414555
MMR,53,91.09278733787085
MMR,55T56,1702.7653508715343
MMR,58T60,319.9788379217953
MMR,61,1340.2741515083485
MMR,62T63,217.0016317303279
MMR,64T66,1547.8430019307864
MMR,68,1985.6108990469188
MMR,69T75,1150.9623364871768
MMR,77T82,754.2367812960894
MMR,84,2258.297029381477
MMR,85,1352.5595190265633
MMR,86T88,1638.8852068562253
MMR,90T93,278.57553734709995
MMR,94T98,475.3282506317606
NLD,01T02,15574.404379591837
NLD,03,432.3747662517526
NLD,05T06,8165.771692351699
NLD,07T08,539.5843665129483
NLD,10T12,20909.7864653609
NLD,13T15,1472.82437975431
NLD,16,1400.78278166469
NLD,17T18,4312.039069742355
NLD,19,3568.662821814334
NLD,20,17133.75774611721
NLD,21,3228.91179903562
NLD,22,3896.901310851318
NLD,23,2692.3413973605966
NLD,24,3037.53144564213
NLD,25,9310.657442238402
NLD,26,6072.4549810386015
NLD,27,3752.8126895593878
NLD,28,14877.694933847633
NLD,29T30,7547.578828266382
NLD,31T33,11231.660799494666
NLD,35,10426.701814441396
NLD,36T39,5543.500709271767
NLD,41T43,44836.36288516046
NLD,45T47,116714.6231296714
NLD,49,16814.867906903644
NLD,50,3837.5635295363
NLD,51,5996.752141310524
NLD,52,15164.656996614032
NLD,53,2664.9679830659843
NLD,55T56,18099.566536633905
NLD,58T60,6632.182450172459
NLD,61,9367.116771055495
NLD,62T63,27032.924948227686
NLD,64T66,56176.40970841202
NLD,68,62458.61854366355
NLD,69T75,70101.23279832113
NLD,77T82,61071.65817217099
NLD,84,59233.04124342619
NLD,85,40860.63383948287
NLD,86T88,75695.25369948073
NLD,90T93,9781.09197996361
NLD,94T98,10483.332060790988
NOR,01T02,2709.58260470017
NOR,03,6010.302053138438
NOR,05T06,75038.02978298397
NOR,07T08,785.8988804576472
NOR,10T12,5886.576966053031
NOR,13T15,545.7208257934741
NOR,16,1263.1809206746543
NOR,17T18,997.0124939426862
NOR,19,902.8769795541175
NOR,20,2250.43423672303
NOR,21,1130.5541031495372
NOR,22,538.082252425339
NOR,23,1456.9588902263695
NOR,24,2469.144895238973
NOR,25,2211.1407460654013
NOR,26,1203.2865130652372
NOR,27,920.8987200268023
NOR,28,2087.504551316992
NOR,29T30,2579.2831072004064
NOR,31T33,3004.585184727553
NOR,35,10668.83287757293
NOR,36T39,3001.882366962736
NOR,41T43,29155.616662218403
NOR,45T47,31730.19768391194
NOR,49,7445.0729446107825
NOR,50,5446.547058959368
NOR,51,1513.2998662751693
NOR,52,3769.176908237495
NOR,53,1241.0025380631487
NOR,55T56,5866.503282512349
NOR,58T60,4190.713993856059
NOR,61,4405.91093759945
NOR,62T63,7930.2315030864265
NOR,64T66,19182.572108297194
NOR,68,30347.02034061701
NOR,69T75,18091.92262071369
NOR,77T82,11363.37762183258
NOR,84,26919.38645907359
NOR,85,20731.391523194696
NOR,86T88,43628.98919530875
NOR,90T93,3842.621859515081
NOR,94T98,4209.449333867696
NZL,01T02,10319.665270218753
NZL,03,1897.400358710816
NZL,05T06,1035.6811158287617
NZL,07T08,987.6739391760085
NZL,10T12,8227.889195020784
NZL,13T15,492.05966653167866
NZL,16,1134.4967144752295
NZL,17T18,1117.7776999988187
NZL,19,1543.4928942879392
